z,u_wc
0.847,2.207
1.675,2.250
0.784,2.363
1.289,0.468
1.319,1.515
1.326,1.554
2.361,0.811
2.430,0.705
0.527,2.415
2.294,0.672
1.799,1.540
2.608,1.452
0.551,1.882
1.580,1.654
1.188,2.019
1.559,1.974
1.648,1.803
0.326,2.464
1.297,2.553
-0.063,2.414
1.756,2.390
0.570,2.667
2.096,1.467
2.143,0.555
1.177,0.749
1.484,1.822
0.188,2.591
1.216,0.945
-0.141,2.867
1.694,2.224
1.445,0.997
-0.817,0.948
0.766,2.363
1.863,1.222
-0.344,2.913
-0.747,3.234
2.707,-0.312
-0.596,3.094
-0.449,3.150
1.233,1.996
1.469,1.561
1.582,1.901
-0.610,3.032
0.732,2.729
-0.381,2.806
2.189,0.501
0.777,2.764
0.267,1.803
1.524,1.173
0.939,2.311
1.305,2.324
-0.469,2.508
1.143,0.735
0.667,1.614
0.387,0.691
0.934,2.355
-0.707,3.005
1.734,1.075
1.495,1.901
1.144,1.007
-0.011,1.844
0.822,2.101
0.538,2.564
-0.193,0.826
-0.014,2.564
0.229,2.758
-1.103,3.525
0.910,2.334
1.361,2.576
0.797,2.340
2.005,1.388
0.403,2.523
0.872,1.472
0.301,2.658
0.371,3.071
0.249,2.591
2.825,0.585
2.262,0.672
0.567,2.094
-0.332,2.975
0.920,1.508
2.976,0.715
-0.265,2.982
0.202,1.661
1.344,1.927
0.482,2.793
1.012,2.049
2.029,1.964
1.863,2.015
0.799,2.352
2.910,0.069
2.333,0.192
0.393,0.788
0.040,3.007
2.840,0.335
2.192,1.116
1.679,1.967
0.687,2.590
1.195,1.953
1.891,1.520
0.895,2.812
2.596,1.156
-0.114,0.652
-0.176,3.016
-0.626,3.059
0.309,2.862
0.858,2.316
1.660,1.390
-1.100,3.574
1.394,2.010
0.425,2.995
1.002,2.836
0.521,3.128
1.701,0.580
2.489,-0.487
-1.526,4.025
-0.139,2.049
1.342,1.383
-0.336,2.940
1.843,2.149
1.410,1.927
0.360,2.464
0.078,2.513
2.221,0.865
0.442,2.968
0.885,1.419
0.661,2.630
3.918,2.396
3.827,3.302
-2.824,4.359
-0.101,-2.950
-0.037,1.593
-1.278,-3.274
3.840,-2.558
3.205,-1.639
3.545,0.657
1.732,-2.425
1.690,-0.390
2.455,3.257
0.256,-0.156
-3.423,-2.632
1.413,2.320
-0.511,2.985
1.973,-1.724
3.419,-1.458
0.928,3.133
-2.177,4.369
-0.183,3.342
-2.076,-3.333
-2.638,-0.442
-3.072,4.584
-0.914,-3.106
0.277,0.485
2.744,-2.034
3.680,2.356
3.211,-1.581
2.048,2.608
-2.925,-3.082
1.493,2.545
3.525,7.769
-2.507,-1.234
3.730,-0.682
-2.299,-3.350
0.642,-0.190
-2.365,3.999
1.660,-2.795
0.568,0.402
-0.528,-2.221
-2.424,-3.309
-3.781,-1.158
3.820,4.432
-3.613,-2.396
0.121,3.353
0.839,3.101
2.538,-2.326
0.237,0.235
-1.996,3.448
-2.428,-3.309
-0.620,-1.327
-3.882,1.208
-3.545,-0.599
3.868,-1.497
-2.390,-1.287
-0.873,-3.226
-2.425,0.597
-2.259,-3.321
-0.481,3.421
2.765,0.343
2.315,-2.077
0.298,1.926
0.146,3.353
2.892,2.115
-3.241,5.822
0.549,-1.018
-0.140,3.392
2.643,-1.050
0.303,0.559
-0.676,-0.190
-3.686,6.165
2.244,3.251
-3.569,0.660
-3.328,7.330
1.616,-2.458
-2.268,-0.242
1.688,2.767
-1.230,3.619
-1.835,-3.277
-0.885,3.441
-2.492,-1.566
-0.714,-3.156
0.133,-2.644
1.500,2.554
0.268,3.109
-3.370,-0.965
-0.718,3.422
-2.668,-1.738
-1.483,-3.195
2.021,-1.726
1.243,2.593
0.544,2.389
2.260,1.442
2.301,0.592
2.882,2.693
2.085,2.213
-2.700,-3.239
1.575,2.430
-0.699,3.267
