z,u_wc
-1.143,-1.063
-1.944,-1.623
-0.519,-0.412
-0.364,-0.013
-0.881,-0.661
-2.705,-1.994
-0.601,-0.464
-0.752,-0.349
-2.592,-2.445
-2.372,-2.020
1.415,1.046
-0.482,-0.434
0.650,1.114
-1.311,-1.219
0.695,0.983
-1.285,-0.696
-2.800,-2.278
-1.778,-1.832
-0.649,-0.583
-0.406,-0.349
-0.248,1.166
-1.565,-1.200
-1.287,-0.891
0.929,0.396
-2.154,-1.824
-0.932,1.081
-1.207,3.272
1.829,1.208
0.836,2.587
-0.150,1.757
0.656,1.922
2.401,0.890
1.296,1.138
1.592,2.523
0.277,2.617
-0.279,2.887
0.387,2.249
1.957,1.266
0.157,1.473
1.656,2.572
0.490,2.152
0.843,1.766
1.720,2.310
1.307,0.835
0.641,3.025
1.677,2.480
1.409,0.992
-0.092,2.706
1.203,1.975
2.106,1.892
1.853,0.692
2.374,0.905
0.334,2.612
0.514,3.110
1.812,2.389
0.601,3.083
0.343,2.125
-0.154,3.205
0.964,2.503
1.205,2.475
-0.189,2.745
0.464,2.282
2.588,1.433
2.543,1.116
2.414,1.482
0.902,2.024
2.122,1.217
2.582,1.143
1.318,2.332
-1.598,3.509
-0.592,3.077
1.342,2.548
0.499,2.899
1.830,0.666
1.096,2.070
-0.219,2.750
2.099,1.288
1.355,1.763
-0.291,2.517
0.430,2.780
2.018,2.202
0.427,0.943
-1.218,3.009
1.201,2.067
1.526,1.452
2.489,1.012
1.522,1.623
1.302,2.449
2.297,0.837
0.871,1.779
0.852,1.802
-0.180,2.757
0.910,2.845
1.302,2.423
2.417,1.424
-0.073,3.113
1.642,1.092
2.882,1.670
1.633,1.086
0.760,2.555
-0.642,3.124
0.994,2.548
1.318,1.675
1.148,1.972
-1.995,3.313
1.859,1.208
1.570,1.883
-0.424,3.280
1.977,1.341
1.398,2.502
-0.896,3.331
0.264,3.072
0.072,2.910
0.457,2.880
1.335,2.104
2.086,2.703
1.666,0.613
0.885,2.711
1.898,0.658
1.604,1.624
0.156,2.670
0.675,2.898
-0.120,2.322
1.564,1.650
1.431,1.649
-0.804,3.121
0.737,2.960
1.412,0.325
1.460,1.649
0.658,2.652
0.695,2.749
1.892,1.154
1.077,1.239
-0.089,2.761
1.223,1.351
1.657,0.613
1.618,1.955
-0.931,3.121
0.783,2.126
2.216,0.936
1.306,1.981
0.417,2.780
2.050,1.057
1.814,2.431
0.486,2.854
1.589,2.394
1.143,1.750
1.775,1.046
1.480,2.376
0.103,2.553
0.352,0.548
0.679,2.282
0.799,1.911
1.060,1.668
1.049,1.946
0.981,2.379
0.517,1.865
0.391,2.906
-0.980,3.182
0.448,2.843
0.700,2.749
0.129,3.072
1.360,0.448
2.022,1.217
0.418,2.451
0.993,1.247
0.109,2.884
0.391,2.575
0.210,1.351
0.959,2.135
1.398,2.552
-1.182,3.077
0.274,2.696
1.197,0.999
0.204,3.027
-0.478,3.194
1.394,2.990
-1.533,3.134
3.006,1.893
0.090,2.379
0.712,3.251
0.354,3.008
0.707,2.922
1.825,1.299
1.370,1.925
1.953,1.744
1.555,0.586
1.665,2.310
2.081,1.262
0.813,0.300
0.842,2.145
0.894,1.909
-0.391,3.253
1.641,1.118
0.217,3.035
1.231,1.723
-0.386,3.167
0.523,2.992
0.017,3.102
1.859,1.618
1.352,2.291
1.159,0.566
0.986,2.171
-0.150,2.732
-0.133,2.782
0.766,1.688
1.219,2.156
0.643,2.775
-0.619,2.355
0.712,0.698
1.382,2.569
0.943,2.987
-0.432,2.881
0.811,2.145
1.242,1.251
0.817,3.031
0.042,2.889
1.172,1.749
-0.331,2.808
1.483,1.814
0.434,2.033
0.445,2.880
-0.342,2.831
0.420,1.526
2.297,1.451
-0.918,3.289
-0.486,-0.959
0.724,1.760
1.280,0.213
1.144,-3.437
-0.604,3.573
-3.332,5.177
-1.897,-1.636
-2.448,-3.106
2.291,0.468
3.954,-2.705
3.344,-1.500
1.547,0.330
-1.113,-1.588
0.788,-0.340
3.630,2.982
0.235,3.479
0.926,-1.321
0.189,-3.778
0.427,-0.757
-0.907,-0.540
2.361,2.716
-3.473,5.045
2.975,2.891
-1.525,-1.546
2.913,3.238
-2.972,4.303
-3.541,0.605
-1.279,3.253
-1.511,-3.595
1.978,0.603
2.947,2.049
1.510,-0.772
1.742,0.486
0.928,0.436
-0.312,-1.538
-1.766,-3.512
3.696,1.444
3.332,2.920
-0.214,-0.307
-1.291,3.393
-3.850,7.132
1.175,-3.824
-1.622,0.021
-1.074,3.244
2.279,0.751
2.534,-3.309
2.737,-2.522
-0.508,2.996
2.332,1.053
3.322,2.041
-2.106,-1.374
-0.401,-0.386
-0.878,-3.769
3.839,2.940
-1.719,-0.551
1.994,-3.845
-3.823,0.363
-1.843,-1.797
2.686,3.160
0.680,-3.948
-2.366,1.978
-2.913,-1.966
-1.986,2.244
3.224,-1.878
-3.974,-3.524
-0.704,3.707
-2.826,4.092
0.395,-1.335
-1.195,3.305
1.541,2.974
2.268,2.902
-0.989,3.448
2.834,-2.314
-1.161,-3.743
-0.058,-3.778
0.138,-3.427
-2.888,-0.368
-3.073,4.772
-2.343,4.035
-1.769,-1.615
-2.431,-0.264
3.525,-3.300
-3.850,-1.193
1.042,-0.594
-2.952,-0.918
1.872,0.595
-2.456,0.643
3.840,4.617
1.611,3.061
-3.312,-1.680
2.406,3.230
-3.342,5.237
-2.170,3.889
-3.454,5.776
1.082,3.232
2.437,1.482
-1.534,-3.623
3.287,2.195
-1.980,-1.623
