z,u_wc
-2.057,-1.992
-1.961,-1.539
-0.777,-0.526
-0.102,0.184
-2.277,-1.974
-2.619,-1.401
-1.813,-1.107
-1.779,-1.875
-0.854,-0.768
-0.367,-0.775
-0.727,-0.329
-2.814,-2.256
-1.279,-1.393
-0.786,-0.436
-1.491,-1.761
-1.900,-1.724
0.332,0.205
0.296,0.178
-1.714,-1.220
0.149,-0.333
-0.162,-0.068
-0.424,-0.121
-1.217,-0.259
-1.827,-1.939
-0.805,-0.355
-1.700,-2.346
-0.297,-0.476
-1.183,-0.734
-2.359,-2.538
-2.182,-2.046
1.438,1.960
-0.493,-0.769
1.434,1.217
0.248,2.376
2.181,1.463
1.851,0.541
2.595,0.661
2.683,1.070
1.266,1.096
1.611,2.573
1.083,0.912
1.087,2.457
3.472,0.959
1.474,2.214
0.728,2.504
1.957,1.979
-0.442,3.097
-1.189,3.119
0.603,2.423
0.950,2.339
0.184,2.690
0.174,2.785
0.265,2.504
0.524,1.993
1.502,2.037
1.158,2.516
1.333,1.258
-0.014,2.692
-0.383,3.063
0.839,1.959
-1.115,3.052
1.726,1.650
0.243,3.058
0.070,2.853
-0.576,3.182
1.811,1.791
1.394,2.299
1.532,2.445
0.725,3.036
0.453,2.759
2.862,0.606
-0.731,2.866
2.279,-0.283
0.357,1.306
2.231,0.051
0.392,0.828
0.588,1.724
3.159,-0.700
1.417,1.043
1.303,2.464
1.234,2.229
1.298,2.617
0.843,2.110
1.733,1.598
2.481,0.423
0.041,3.058
0.903,2.483
0.759,2.476
0.874,2.271
2.800,-1.128
-0.123,3.099
1.052,0.423
-2.071,2.555
1.077,2.346
0.348,2.981
0.329,2.759
0.728,2.372
2.559,0.661
0.491,2.029
-0.344,3.029
2.792,0.149
0.891,2.333
1.138,2.185
1.162,1.928
1.594,2.078
2.293,0.563
1.014,2.576
0.790,2.658
0.828,1.287
1.096,1.004
1.422,1.232
1.095,2.459
1.774,1.817
0.248,2.534
3.056,0.468
0.516,0.332
1.760,0.848
-0.393,2.160
-0.349,2.486
-0.266,3.162
3.488,0.987
-0.054,2.594
2.191,1.085
1.401,2.091
2.342,0.560
1.163,2.617
1.769,1.403
2.176,1.912
0.681,3.067
0.242,2.819
2.732,0.318
2.583,1.254
2.118,1.169
1.403,2.117
1.818,0.365
0.254,2.789
0.973,1.308
-0.168,2.778
1.476,2.104
1.588,1.360
0.561,1.906
2.286,0.529
0.505,2.423
0.731,2.626
1.060,1.878
0.097,2.639
0.685,2.744
2.416,0.725
0.029,1.901
1.224,2.313
0.013,2.880
1.144,1.132
0.929,1.019
1.342,1.325
0.985,2.339
-0.865,2.916
1.550,1.348
2.577,0.480
0.447,2.373
1.531,0.682
-0.676,3.108
1.520,2.053
3.519,-0.693
0.952,2.339
2.245,0.560
0.439,2.838
0.164,2.559
-0.149,3.002
2.477,0.807
1.204,2.697
1.978,1.780
2.737,0.318
2.881,0.901
3.724,1.003
0.736,2.478
1.186,0.293
0.692,2.611
-0.262,2.772
-0.462,3.120
0.333,2.515
0.749,2.574
0.373,2.520
2.611,0.507
0.957,2.770
1.530,2.409
2.131,1.585
1.284,2.313
2.471,1.204
1.769,2.024
0.375,2.399
-0.799,2.749
0.565,2.744
0.898,1.600
-0.701,3.112
1.902,1.384
0.470,2.838
0.026,3.072
2.009,1.367
-0.047,2.431
1.499,2.195
0.492,2.466
0.109,2.818
2.415,1.062
0.306,1.306
-0.755,2.659
2.344,1.093
1.847,2.135
-0.924,3.240
0.158,2.709
2.828,0.923
2.862,1.518
0.688,2.559
1.366,1.043
-0.034,0.901
-0.670,2.736
1.590,1.338
2.743,0.346
2.034,1.092
-0.022,2.666
1.200,2.563
0.090,3.044
-1.223,3.077
2.355,1.797
-0.421,3.097
-0.630,3.166
0.574,1.739
1.428,2.264
-0.301,3.043
1.751,1.282
2.034,1.938
-0.344,1.712
-0.298,2.817
-0.405,-1.842
2.250,3.161
-0.959,3.507
-1.239,1.594
-0.622,3.176
0.117,-3.686
-2.293,-1.922
-2.332,2.652
-0.333,3.010
-0.319,-2.911
1.123,1.878
-2.556,-0.400
3.681,3.496
-0.471,3.124
2.685,2.493
2.879,-2.635
-1.997,3.077
-3.436,2.153
2.026,-3.633
-3.268,1.524
-1.656,3.064
0.040,-0.432
3.298,1.204
-0.114,-2.859
2.297,-0.404
-2.084,3.135
0.448,-0.270
-0.988,2.521
-3.159,4.146
3.804,-1.702
3.393,-1.622
3.587,0.879
-3.569,-1.852
1.292,-2.524
2.490,-3.167
0.350,-3.478
3.980,7.102
-3.323,-2.442
3.334,0.536
2.116,2.218
0.628,3.179
0.522,-3.578
-3.097,-1.672
-2.904,-0.863
2.557,-3.417
0.016,-3.712
-3.631,7.016
3.310,0.552
2.691,-2.959
-1.200,-0.296
0.621,-0.057
2.949,3.401
2.966,-2.686
2.299,-2.727
1.958,-3.642
-3.936,-1.577
-2.352,1.321
-1.819,-1.232
-1.675,-1.894
-2.673,1.762
-3.176,-2.155
0.717,2.502
-3.292,4.383
3.575,3.536
-3.211,2.235
3.777,-0.067
-1.976,1.241
-1.286,-1.427
1.389,2.774
-1.813,-0.194
-3.790,-3.635
0.699,3.137
2.573,2.356
-2.003,3.119
-0.113,1.573
-2.283,-1.209
2.442,-3.305
-1.697,0.472
0.705,-3.549
-2.296,3.222
0.438,-1.697
-0.753,-2.562
-2.443,3.317
-3.648,-0.481
3.609,3.504
0.491,-0.760
2.416,2.031
-3.584,-0.128
-0.153,2.752
-0.668,-0.329
-0.294,3.335
0.081,3.391
-3.972,5.048
-0.914,3.362
-2.516,0.782
-1.285,2.367
0.799,-0.483
2.883,-1.627
-0.089,-3.375
0.706,3.391
