z,u,x1,x2
-3.548,-2.598,0.000,25.000
-1.098,-0.058,0.000,25.000
-0.097,0.862,8.571,18.571
-1.479,0.641,0.000,25.000
-0.517,1.349,8.571,18.571
-0.124,0.200,8.571,18.571
-1.554,-0.518,0.000,25.000
-1.383,-0.075,0.000,25.000
-0.810,0.499,0.000,25.000
-1.856,-0.349,0.000,25.000
-0.513,0.269,8.571,18.571
0.761,0.957,8.571,18.571
-1.466,-0.367,0.000,25.000
-0.445,0.364,8.571,18.571
-1.418,0.529,0.000,25.000
-1.870,-0.720,0.000,25.000
-0.092,0.754,8.571,18.571
-3.047,-0.947,0.000,25.000
-2.420,-0.647,0.000,25.000
-0.987,-0.908,0.000,25.000
-1.185,-0.885,0.000,25.000
-0.099,1.259,8.571,18.571
-2.083,-0.273,0.000,25.000
-1.673,-0.039,0.000,25.000
0.234,0.169,8.571,18.571
-1.260,-0.553,0.000,25.000
1.310,1.525,16.000,0.000
-2.496,-1.273,0.000,25.000
-0.979,0.280,0.000,25.000
-1.411,-1.033,0.000,25.000
0.029,0.125,8.571,18.571
-0.287,-0.242,8.571,18.571
-1.720,-0.009,0.000,25.000
-0.535,-0.092,8.571,18.571
-0.900,0.358,0.000,25.000
-0.444,0.205,8.571,18.571
-0.954,0.477,0.000,25.000
-0.260,0.207,8.571,18.571
0.128,2.297,8.571,18.571
-2.544,-0.151,0.000,25.000
-2.034,-0.668,0.000,25.000
-0.816,0.585,0.000,25.000
-0.792,0.644,0.000,25.000
-1.310,-0.452,0.000,25.000
-2.962,-2.452,0.000,25.000
-1.686,-0.958,0.000,25.000
0.224,0.874,8.571,18.571
-0.647,0.758,8.571,18.571
-2.016,-0.589,0.000,25.000
-0.080,0.613,8.571,18.571
0.561,2.143,8.571,18.571
-1.643,-0.890,0.000,25.000
-0.439,-0.669,8.571,18.571
0.143,1.422,8.571,18.571
0.224,0.831,8.571,18.571
-1.241,-0.320,0.000,25.000
-1.725,-0.190,0.000,25.000
-2.184,-0.994,0.000,25.000
-2.059,-1.025,0.000,25.000
-0.394,0.969,8.571,18.571
-2.183,-0.373,0.000,25.000
1.134,1.675,16.000,0.000
-0.148,1.367,8.571,18.571
0.607,0.594,8.571,18.571
-1.738,0.454,0.000,25.000
-1.413,-1.544,0.000,25.000
-1.296,0.077,0.000,25.000
-0.801,0.362,0.000,25.000
-2.805,-1.655,0.000,25.000
-0.322,1.053,8.571,18.571
-1.200,-0.291,0.000,25.000
0.408,0.892,8.571,18.571
-2.215,-1.510,0.000,25.000
-0.898,-0.561,0.000,25.000
-0.816,0.548,0.000,25.000
-0.679,-0.134,8.571,18.571
0.230,0.106,8.571,18.571
-0.591,0.267,8.571,18.571
0.084,0.328,8.571,18.571
-2.645,-1.397,0.000,25.000
-0.333,0.604,8.571,18.571
-1.077,0.384,0.000,25.000
-0.932,-0.492,0.000,25.000
-0.505,0.353,8.571,18.571
-1.602,0.193,0.000,25.000
-0.504,0.190,8.571,18.571
-2.229,-0.804,0.000,25.000
-0.098,0.072,8.571,18.571
-0.508,0.602,8.571,18.571
-2.552,-1.981,0.000,25.000
-0.414,0.896,8.571,18.571
-1.079,-0.496,0.000,25.000
-0.529,0.530,8.571,18.571
-1.872,-1.868,0.000,25.000
-0.778,0.275,0.000,25.000
-1.871,-0.942,0.000,25.000
-2.100,-1.091,0.000,25.000
-2.134,-1.960,0.000,25.000
-0.606,0.032,8.571,18.571
-0.947,-0.251,0.000,25.000
-1.943,-0.830,0.000,25.000
-0.150,0.826,8.571,18.571
-1.983,-0.616,0.000,25.000
-1.716,-0.511,0.000,25.000
-0.137,0.441,8.571,18.571
0.316,0.739,8.571,18.571
1.679,3.105,16.000,0.000
1.988,1.002,8.571,18.571
1.262,3.538,16.000,0.000
0.771,2.308,8.571,18.571
3.729,0.671,8.571,18.571
1.173,3.107,16.000,0.000
1.383,2.676,16.000,0.000
0.214,4.081,8.571,18.571
0.544,3.265,8.571,18.571
1.060,3.653,16.000,0.000
0.670,1.911,8.571,18.571
0.745,3.366,8.571,18.571
2.748,2.092,8.571,18.571
0.313,2.023,8.571,18.571
2.054,1.685,8.571,18.571
0.189,3.597,8.571,18.571
1.254,3.127,16.000,0.000
0.701,3.835,8.571,18.571
2.861,2.225,8.571,18.571
2.473,1.854,8.571,18.571
1.312,2.842,16.000,0.000
3.070,0.405,8.571,18.571
1.009,1.531,16.000,0.000
1.118,2.840,16.000,0.000
1.769,2.136,8.571,18.571
0.455,1.803,8.571,18.571
2.361,1.749,8.571,18.571
1.882,2.797,8.571,18.571
-0.016,3.725,8.571,18.571
1.123,2.625,16.000,0.000
0.231,2.967,8.571,18.571
0.889,2.437,16.000,0.000
0.512,3.786,8.571,18.571
1.952,1.006,8.571,18.571
1.511,2.515,16.000,0.000
0.909,3.446,16.000,0.000
2.065,2.446,8.571,18.571
0.675,3.458,8.571,18.571
1.403,2.986,8.571,18.571
1.190,2.029,16.000,0.000
-0.044,2.852,8.571,18.571
0.517,4.271,8.571,18.571
-0.455,4.816,8.571,18.571
0.662,3.320,8.571,18.571
0.678,2.920,8.571,18.571
0.717,4.531,8.571,18.571
1.555,2.690,16.000,0.000
0.922,2.024,16.000,0.000
1.263,1.561,16.000,0.000
0.049,3.288,8.571,18.571
1.152,3.149,16.000,0.000
0.741,2.843,8.571,18.571
1.606,2.739,16.000,0.000
0.179,4.321,8.571,18.571
1.285,2.004,16.000,0.000
-0.435,3.441,8.571,18.571
1.074,2.598,16.000,0.000
0.512,3.986,8.571,18.571
3.143,1.376,8.571,18.571
0.436,4.456,8.571,18.571
-0.658,3.639,8.571,18.571
0.296,3.700,8.571,18.571
-2.102,5.194,0.000,25.000
1.128,3.160,16.000,0.000
0.418,3.626,8.571,18.571
1.148,2.272,16.000,0.000
2.725,2.004,8.571,18.571
1.792,2.849,8.571,18.571
1.076,3.719,16.000,0.000
0.661,3.092,8.571,18.571
0.830,2.932,16.000,0.000
0.510,4.199,8.571,18.571
1.093,3.246,16.000,0.000
3.499,0.995,8.571,18.571
0.141,3.850,8.571,18.571
-0.493,2.256,8.571,18.571
1.471,2.108,16.000,0.000
0.196,3.499,8.571,18.571
0.006,3.850,8.571,18.571
-1.066,5.302,0.000,25.000
-0.323,4.732,8.571,18.571
2.542,2.809,8.571,18.571
1.087,4.010,16.000,0.000
0.638,1.218,8.571,18.571
0.647,2.588,8.571,18.571
1.080,3.954,16.000,0.000
-1.336,5.273,0.000,25.000
0.469,1.975,8.571,18.571
1.392,2.359,16.000,0.000
-0.113,3.728,8.571,18.571
-0.312,2.601,8.571,18.571
1.198,3.229,16.000,0.000
2.544,1.526,8.571,18.571
-0.073,3.112,8.571,18.571
-0.326,4.059,8.571,18.571
0.920,2.775,16.000,0.000
1.658,2.635,16.000,0.000
2.328,1.088,8.571,18.571
0.546,3.242,8.571,18.571
0.491,2.726,8.571,18.571
2.577,1.799,8.571,18.571
0.215,2.939,8.571,18.571
1.454,3.008,16.000,0.000
0.619,3.053,8.571,18.571
0.974,2.139,16.000,0.000
0.823,3.614,16.000,0.000
0.173,4.932,8.571,18.571
0.691,3.049,8.571,18.571
2.728,1.007,8.571,18.571
1.473,2.496,16.000,0.000
0.513,2.708,8.571,18.571
-0.718,3.956,8.571,18.571
0.954,1.936,16.000,0.000
0.363,4.635,8.571,18.571
-0.226,3.218,8.571,18.571
0.239,3.844,8.571,18.571
1.194,3.634,16.000,0.000
2.173,2.353,8.571,18.571
0.293,3.989,8.571,18.571
1.941,0.691,8.571,18.571
0.912,2.907,16.000,0.000
-0.629,3.730,8.571,18.571
0.961,2.505,16.000,0.000
1.421,2.288,16.000,0.000
1.214,2.347,16.000,0.000
1.195,2.645,16.000,0.000
1.401,1.796,8.571,18.571
-0.265,4.855,8.571,18.571
-0.226,4.198,8.571,18.571
2.210,1.223,8.571,18.571
0.490,2.862,8.571,18.571
0.091,2.870,8.571,18.571
1.555,2.043,16.000,0.000
0.990,3.551,16.000,0.000
2.150,2.809,8.571,18.571
4.298,-0.087,8.571,18.571
1.456,3.604,16.000,0.000
1.152,2.359,16.000,0.000
1.942,1.848,8.571,18.571
1.286,2.893,16.000,0.000
0.034,4.099,8.571,18.571
2.103,1.997,8.571,18.571
1.953,2.567,8.571,18.571
-1.120,4.917,0.000,25.000
0.347,2.552,8.571,18.571
0.846,3.767,16.000,0.000
-0.161,3.666,8.571,18.571
2.227,2.037,8.571,18.571
0.399,3.175,8.571,18.571
-1.067,4.184,0.000,25.000
1.307,3.678,16.000,0.000
1.069,3.346,16.000,0.000
0.891,3.662,16.000,0.000
0.696,3.238,8.571,18.571
-1.164,5.001,0.000,25.000
0.849,2.073,16.000,0.000
2.496,2.197,8.571,18.571
2.529,2.157,8.571,18.571
-0.214,4.858,8.571,18.571
-0.307,4.737,8.571,18.571
0.792,2.789,8.571,18.571
1.152,3.626,16.000,0.000
0.741,2.514,8.571,18.571
0.453,2.898,8.571,18.571
0.323,4.663,8.571,18.571
-1.961,4.412,0.000,25.000
0.033,4.051,8.571,18.571
-0.883,4.814,0.000,25.000
0.381,3.014,8.571,18.571
-0.019,4.268,8.571,18.571
0.601,3.800,8.571,18.571
2.567,2.539,8.571,18.571
2.552,1.920,8.571,18.571
1.497,2.175,16.000,0.000
1.107,2.351,16.000,0.000
2.282,3.104,8.571,18.571
1.459,2.941,16.000,0.000
1.804,3.850,8.571,18.571
1.000,4.105,16.000,0.000
-0.369,5.046,8.571,18.571
0.702,3.805,8.571,18.571
0.975,2.115,16.000,0.000
1.242,2.781,16.000,0.000
2.601,1.097,8.571,18.571
1.578,2.481,16.000,0.000
0.410,3.651,8.571,18.571
2.069,2.410,8.571,18.571
1.888,1.706,8.571,18.571
1.532,1.593,16.000,0.000
1.562,2.124,16.000,0.000
0.398,3.990,8.571,18.571
2.323,2.024,8.571,18.571
1.358,3.777,16.000,0.000
1.842,1.544,8.571,18.571
-1.070,5.564,0.000,25.000
1.218,3.067,16.000,0.000
1.015,3.626,16.000,0.000
1.419,1.682,16.000,0.000
2.126,2.261,8.571,18.571
2.320,1.942,8.571,18.571
1.505,4.623,16.000,0.000
2.612,2.544,8.571,18.571
-3.735,-0.364,0.000,25.000
3.450,6.124,8.571,18.571
1.202,0.618,16.000,0.000
-0.750,-3.402,0.000,25.000
1.033,0.757,16.000,0.000
2.971,7.056,8.571,18.571
-0.882,-1.555,0.000,25.000
3.717,-3.966,8.571,18.571
2.948,3.152,8.571,18.571
-0.174,0.414,8.571,18.571
0.183,1.901,8.571,18.571
-2.709,-3.889,0.000,25.000
1.110,1.800,16.000,0.000
-0.182,5.169,8.571,18.571
2.194,-0.918,8.571,18.571
-2.285,1.593,0.000,25.000
2.974,-0.354,8.571,18.571
3.626,1.039,8.571,18.571
3.143,-3.716,8.571,18.571
-0.803,1.782,0.000,25.000
1.404,6.073,8.571,18.571
-0.659,0.818,8.571,18.571
-1.140,-2.981,0.000,25.000
-2.327,-0.300,0.000,25.000
1.766,7.415,8.571,18.571
-3.826,1.088,0.000,25.000
2.680,-0.435,8.571,18.571
0.468,-0.496,8.571,18.571
1.984,6.618,8.571,18.571
-0.986,3.878,0.000,25.000
1.067,4.918,16.000,0.000
2.271,0.417,8.571,18.571
0.841,3.532,16.000,0.000
-0.705,1.214,8.571,18.571
-3.523,5.431,0.000,25.000
2.322,7.770,8.571,18.571
-0.868,5.866,0.000,25.000
-1.118,-2.103,0.000,25.000
1.070,-0.274,16.000,0.000
-0.228,7.858,8.571,18.571
-1.645,7.525,0.000,25.000
-2.277,7.611,0.000,25.000
1.852,6.668,8.571,18.571
1.323,5.722,16.000,0.000
0.446,7.005,8.571,18.571
-3.351,3.742,0.000,25.000
1.682,5.416,16.000,0.000
3.978,4.358,8.571,18.571
-0.369,1.428,8.571,18.571
-0.140,-1.357,8.571,18.571
1.425,4.383,16.000,0.000
-3.936,-2.144,-0.000,25.000
3.034,2.679,8.571,18.571
-1.466,4.496,0.000,25.000
0.152,-0.969,8.571,18.571
0.352,4.534,8.571,18.571
1.130,-2.542,16.000,0.000
-1.013,-1.786,0.000,25.000
-1.168,2.929,0.000,25.000
1.456,0.075,16.000,0.000
-1.502,-0.122,0.000,25.000
-3.227,-1.501,0.000,25.000
1.340,5.473,16.000,0.000
-3.337,6.204,0.000,25.000
2.601,7.418,8.571,18.571
2.930,-0.331,8.571,18.571
-3.458,-2.517,0.000,25.000
1.120,1.037,16.000,0.000
3.696,0.738,8.571,18.571
-3.004,0.825,0.000,25.000
-0.773,-0.841,0.000,25.000
0.005,-3.539,8.571,18.571
2.006,3.171,8.571,18.571
-1.401,-2.351,0.000,25.000
3.606,7.121,8.571,18.571
3.907,7.177,8.571,18.571
-3.183,6.362,0.000,25.000
2.829,-1.266,8.571,18.571
-3.781,7.304,0.000,25.000
-1.998,2.232,0.000,25.000
0.331,-1.749,8.571,18.571
0.294,-3.123,8.571,18.571
3.113,-3.091,8.571,18.571
-3.022,-1.201,0.000,25.000
-2.798,-0.095,0.000,25.000
-0.402,3.878,8.571,18.571
0.083,2.741,8.571,18.571
-1.584,7.878,0.000,25.000
-0.773,-3.119,0.000,25.000
1.675,-1.690,16.000,0.000
-1.417,3.607,0.000,25.000
2.562,4.541,8.571,18.571
-2.106,7.065,0.000,25.000
1.547,5.246,16.000,0.000
-0.344,5.498,8.571,18.571
0.966,1.946,16.000,0.000
2.249,-2.929,8.571,18.571
-3.726,0.820,0.000,25.000
