z,u,x1,x2
-1.280,0.096,0.000,25.000
-0.885,1.438,0.000,25.000
0.338,0.570,8.571,18.571
-2.349,-0.848,0.000,25.000
-1.791,-0.393,0.000,25.000
-0.705,-0.272,8.571,18.571
-0.858,-0.286,0.000,25.000
-1.879,-0.972,0.000,25.000
-0.115,0.682,8.571,18.571
-1.213,-0.570,0.000,25.000
-0.297,0.857,8.571,18.571
-1.072,-0.393,0.000,25.000
-0.627,0.520,8.571,18.571
0.819,0.929,16.000,0.000
-0.251,0.614,8.571,18.571
-1.762,0.172,0.000,25.000
-1.763,-0.864,0.000,25.000
-0.665,-0.299,8.571,18.571
-0.891,-0.074,0.000,25.000
-1.045,-0.568,0.000,25.000
-1.977,-0.008,0.000,25.000
-1.024,0.230,0.000,25.000
-1.528,-0.782,0.000,25.000
-1.217,-0.209,0.000,25.000
-0.848,-0.337,0.000,25.000
-1.181,0.134,0.000,25.000
-2.680,-1.073,0.000,25.000
-2.800,-2.285,0.000,25.000
-1.886,-0.770,0.000,25.000
-2.822,-2.333,0.000,25.000
-0.014,0.607,8.571,18.571
1.181,1.849,16.000,0.000
-0.327,0.768,8.571,18.571
-1.918,0.269,0.000,25.000
-1.719,-1.084,0.000,25.000
-0.303,1.008,8.571,18.571
-0.327,1.832,8.571,18.571
-1.971,-1.267,0.000,25.000
0.197,2.053,8.571,18.571
-1.283,0.500,0.000,25.000
2.238,1.298,8.571,18.571
1.013,3.023,16.000,0.000
1.656,2.826,16.000,0.000
1.929,1.961,8.571,18.571
1.088,3.310,16.000,0.000
-0.092,3.221,8.571,18.571
2.909,2.080,8.571,18.571
0.404,3.016,16.000,0.000
-0.385,4.475,8.571,18.571
-0.061,4.113,8.571,18.571
-0.220,5.580,8.571,18.571
1.606,3.147,16.000,0.000
0.935,4.125,16.000,0.000
2.155,2.376,8.571,18.571
-0.657,3.295,8.571,18.571
1.301,1.119,16.000,0.000
1.526,3.030,16.000,0.000
-0.356,4.414,8.571,18.571
-1.036,3.967,0.000,25.000
2.549,1.408,8.571,18.571
0.633,3.341,16.000,0.000
2.872,1.059,8.571,18.571
2.462,2.057,8.571,18.571
0.298,2.974,8.571,18.571
1.064,2.116,16.000,0.000
1.428,3.312,16.000,0.000
2.104,2.286,8.571,18.571
1.182,2.204,16.000,0.000
0.698,2.500,16.000,0.000
1.047,2.026,16.000,0.000
-0.798,4.825,0.000,25.000
1.728,2.438,8.571,18.571
1.018,2.811,16.000,0.000
0.727,3.860,16.000,0.000
1.266,2.288,16.000,0.000
0.362,1.855,16.000,0.000
2.926,2.132,8.571,18.571
-0.613,4.420,8.571,18.571
0.589,3.652,8.571,18.571
-1.405,6.272,0.000,25.000
0.748,2.512,16.000,0.000
2.560,1.598,8.571,18.571
1.146,1.752,16.000,0.000
1.177,1.985,16.000,0.000
-0.214,4.897,8.571,18.571
1.581,3.566,16.000,0.000
0.595,2.738,8.571,18.571
-0.196,4.613,8.571,18.571
1.883,1.970,8.571,18.571
1.272,1.657,16.000,0.000
0.886,4.593,16.000,0.000
2.507,1.929,8.571,18.571
1.411,2.211,16.000,0.000
1.212,2.119,16.000,0.000
0.633,2.723,16.000,0.000
0.731,3.230,16.000,0.000
0.869,2.428,16.000,0.000
1.824,2.761,8.571,18.571
0.160,3.083,16.000,0.000
1.199,3.383,16.000,0.000
2.750,1.671,8.571,18.571
1.832,2.610,8.571,18.571
1.005,1.597,16.000,0.000
2.519,1.518,8.571,18.571
0.410,2.889,16.000,0.000
-0.232,2.945,8.571,18.571
0.592,2.470,8.571,18.571
1.619,2.417,16.000,0.000
1.644,2.058,16.000,0.000
-0.151,3.704,8.571,18.571
-0.208,3.333,8.571,18.571
1.070,4.047,16.000,0.000
2.970,0.413,8.571,18.571
0.389,3.453,16.000,0.000
0.424,3.108,16.000,0.000
0.860,3.020,16.000,0.000
0.022,4.175,8.571,18.571
0.529,3.152,8.571,18.571
1.282,2.383,16.000,0.000
0.473,3.201,16.000,0.000
1.537,4.071,16.000,0.000
0.071,3.677,8.571,18.571
-0.266,3.949,8.571,18.571
2.489,0.731,8.571,18.571
2.589,1.139,8.571,18.571
1.632,3.666,16.000,0.000
0.614,3.217,16.000,0.000
-0.621,2.908,8.571,18.571
1.081,3.516,16.000,0.000
2.806,2.080,8.571,18.571
0.527,3.151,8.571,18.571
1.296,4.463,16.000,0.000
0.928,3.264,16.000,0.000
1.094,2.247,16.000,0.000
-0.097,3.434,8.571,18.571
0.749,2.881,16.000,0.000
0.688,3.571,16.000,0.000
-0.154,3.759,8.571,18.571
0.870,2.372,16.000,0.000
1.556,2.737,16.000,0.000
-0.055,3.341,8.571,18.571
0.723,4.327,16.000,0.000
1.346,4.108,16.000,0.000
1.231,1.805,16.000,0.000
3.219,1.940,8.571,18.571
0.375,3.582,16.000,0.000
0.306,2.822,8.571,18.571
-1.205,5.305,0.000,25.000
1.180,3.382,16.000,0.000
0.643,3.530,16.000,0.000
1.911,2.454,8.571,18.571
-0.214,5.256,8.571,18.571
-0.667,4.271,8.571,18.571
1.864,2.039,8.571,18.571
1.372,3.475,16.000,0.000
3.153,2.032,8.571,18.571
0.980,2.689,16.000,0.000
1.292,1.426,16.000,0.000
0.269,3.787,8.571,18.571
1.688,1.309,8.571,18.571
1.956,3.337,8.571,18.571
0.657,2.179,16.000,0.000
1.121,2.668,16.000,0.000
3.465,0.493,8.571,18.571
1.483,3.057,16.000,0.000
-0.268,5.141,8.571,18.571
0.819,2.324,16.000,0.000
-1.350,5.395,0.000,25.000
0.978,3.003,16.000,0.000
0.761,3.127,16.000,0.000
1.317,2.259,16.000,0.000
0.820,2.759,16.000,0.000
1.698,2.384,8.571,18.571
1.818,3.347,8.571,18.571
3.867,0.979,8.571,18.571
-0.952,3.346,0.000,25.000
1.172,2.540,16.000,0.000
1.996,1.401,8.571,18.571
2.703,2.655,8.571,18.571
0.630,4.355,16.000,0.000
-0.103,3.228,8.571,18.571
1.673,2.706,8.571,18.571
2.403,2.149,8.571,18.571
1.076,2.633,16.000,0.000
0.517,3.828,8.571,18.571
1.782,3.116,8.571,18.571
2.235,2.242,8.571,18.571
0.333,3.427,8.571,18.571
0.215,2.816,8.571,18.571
0.076,3.780,8.571,18.571
1.888,2.924,8.571,18.571
1.104,1.805,16.000,0.000
2.670,1.800,8.571,18.571
2.860,2.499,8.571,18.571
3.576,1.738,8.571,18.571
0.768,3.157,16.000,0.000
1.657,2.652,16.000,0.000
1.462,3.393,16.000,0.000
0.953,3.164,16.000,0.000
1.313,2.643,16.000,0.000
0.054,2.621,8.571,18.571
2.531,2.045,8.571,18.571
0.771,3.086,16.000,0.000
1.118,3.152,16.000,0.000
1.196,2.201,16.000,0.000
0.441,2.802,16.000,0.000
-0.036,2.717,8.571,18.571
0.234,4.132,8.571,18.571
1.145,3.617,16.000,0.000
-0.143,4.928,8.571,18.571
2.202,0.807,8.571,18.571
1.586,2.434,16.000,0.000
0.242,3.196,8.571,18.571
0.535,2.880,8.571,18.571
1.019,1.891,16.000,0.000
1.328,1.625,16.000,0.000
2.308,2.508,8.571,18.571
2.895,3.144,8.571,18.571
0.617,3.526,16.000,0.000
2.063,2.480,8.571,18.571
1.578,2.517,16.000,0.000
-1.397,5.323,0.000,25.000
-0.332,3.787,8.571,18.571
1.718,3.654,8.571,18.571
2.280,3.124,8.571,18.571
0.130,3.435,8.571,18.571
0.794,3.960,16.000,0.000
-0.181,2.965,8.571,18.571
1.575,2.234,16.000,0.000
1.309,3.172,16.000,0.000
0.319,2.647,8.571,18.571
0.886,3.587,16.000,0.000
0.902,3.935,16.000,0.000
0.409,3.947,16.000,0.000
0.421,2.292,16.000,0.000
0.684,3.477,16.000,0.000
0.255,2.756,8.571,18.571
2.405,2.411,8.571,18.571
1.300,3.227,16.000,0.000
0.985,3.038,16.000,0.000
-1.447,0.472,0.000,25.000
2.631,-0.883,8.571,18.571
-3.704,4.681,8.571,18.571
0.770,1.951,16.000,0.000
-2.160,-3.027,0.000,25.000
-3.035,-1.358,0.000,25.000
-3.384,4.199,8.571,18.571
1.570,-3.086,16.000,0.000
-1.281,6.214,0.000,25.000
1.798,1.942,8.571,18.571
-3.477,1.767,8.571,18.571
-1.478,3.109,0.000,25.000
0.316,5.896,8.571,18.571
2.326,0.174,8.571,18.571
-1.450,4.136,0.000,25.000
1.007,2.789,16.000,0.000
3.088,-0.796,8.571,18.571
0.927,6.544,16.000,0.000
-2.136,5.569,0.000,25.000
-3.805,3.901,8.571,18.571
2.961,6.207,8.571,18.571
-3.830,6.408,8.571,18.571
2.998,4.500,8.571,18.571
0.231,6.044,8.571,18.571
3.513,4.370,8.571,18.571
2.390,4.162,8.571,18.571
3.983,3.423,8.571,18.571
-1.194,5.033,0.000,25.000
2.138,-2.097,8.571,18.571
-0.785,6.570,0.000,25.000
-0.161,6.462,8.571,18.571
1.020,-3.649,16.000,0.000
2.989,5.910,8.571,18.571
3.873,-2.454,8.571,18.571
2.146,0.021,8.571,18.571
-0.658,4.922,8.571,18.571
-0.629,-2.071,8.571,18.571
1.901,5.816,8.571,18.571
-2.090,5.986,0.000,25.000
-3.116,2.090,0.000,25.000
-1.163,-3.923,0.000,25.000
-1.702,-0.556,0.000,25.000
-1.630,3.403,0.000,25.000
-2.131,7.774,0.000,25.000
-3.663,3.582,8.571,18.571
-3.857,-0.882,8.571,18.571
3.902,3.608,8.571,18.571
-0.578,2.480,8.571,18.571
-0.925,5.358,0.000,25.000
1.437,-2.716,16.000,0.000
-2.254,5.132,0.000,25.000
3.600,2.495,8.571,18.571
2.291,7.556,8.571,18.571
-3.285,0.102,0.000,25.000
-0.659,3.591,8.571,18.571
3.033,7.184,8.571,18.571
3.558,-2.770,8.571,18.571
-0.261,7.247,8.571,18.571
0.907,4.255,16.000,0.000
-2.664,-3.186,0.000,25.000
3.929,-0.388,8.571,18.571
-2.147,4.498,0.000,25.000
3.542,-3.192,8.571,18.571
1.197,2.986,16.000,0.000
0.862,0.151,16.000,0.000
0.102,3.451,8.571,18.571
-2.155,-3.451,0.000,25.000
-2.588,6.458,0.000,25.000
-2.236,7.682,0.000,25.000
-2.508,7.627,0.000,25.000
2.237,4.996,8.571,18.571
-1.199,-2.439,0.000,25.000
-3.537,5.099,8.571,18.571
3.753,-3.705,8.571,18.571
3.070,-3.735,8.571,18.571
3.422,-0.117,8.571,18.571
3.959,1.864,8.571,18.571
-2.609,5.245,0.000,25.000
-0.830,4.200,0.000,25.000
2.066,1.351,8.571,18.571
1.568,-0.716,16.000,0.000
-2.769,7.965,0.000,25.000
2.527,1.114,8.571,18.571
-2.204,1.417,0.000,25.000
-2.209,-2.037,0.000,25.000
0.296,5.538,8.571,18.571
0.744,4.324,16.000,0.000
0.641,-1.351,16.000,0.000
-3.268,-3.011,0.000,25.000
3.020,4.166,8.571,18.571
-1.875,3.854,0.000,25.000
-2.964,-0.721,0.000,25.000
3.110,7.410,8.571,18.571
3.645,-2.187,8.571,18.571
2.897,1.188,8.571,18.571
2.476,7.323,8.571,18.571
1.242,1.037,16.000,0.000
0.407,3.662,16.000,0.000
-3.304,0.771,0.000,25.000
-0.732,-0.709,8.571,18.571
