z,u_wc
3.070,1.830
-0.679,3.675
1.047,-0.723
-0.566,3.007
-1.161,-2.973
1.986,3.455
-2.876,3.385
2.061,3.513
-1.733,2.952
-3.558,4.176
0.170,2.822
-3.578,0.909
-1.570,-2.039
-2.395,-3.075
-0.912,-1.358
-0.819,-1.042
2.005,-1.943
-2.474,0.029
0.331,-3.551
-3.094,-3.637
-2.197,3.272
2.151,0.162
3.871,1.272
-2.601,-1.381
1.342,3.531
-2.034,-1.006
-1.504,-0.992
2.446,-3.562
1.907,3.382
1.978,3.300
-2.563,-2.154
3.117,-0.485
2.974,3.421
3.912,4.907
0.074,3.176
-1.970,-2.883
1.018,-3.291
2.582,-3.665
1.075,-2.501
0.941,-0.668
-3.521,1.899
3.848,1.775
2.850,-3.490
-3.489,4.000
0.112,3.620
-3.297,3.486
-0.625,-1.358
0.654,1.733
-1.852,3.138
0.514,0.655
0.983,-0.640
-3.871,3.382
-3.906,-3.910
0.642,-0.120
1.015,1.652
2.423,1.091
-2.585,0.154
-3.585,-3.187
-3.811,-2.894
3.875,-2.203
3.072,2.173
1.678,1.553
2.763,-3.576
-1.648,-0.927
0.572,2.566
-3.915,3.640
3.527,2.489
0.540,2.516
1.726,2.514
1.949,-0.019
0.788,-0.905
-2.995,-3.363
3.348,-3.247
-1.140,-0.671
3.494,-2.922
0.302,-1.183
-1.920,-0.449
-2.499,0.389
-2.473,-0.218
0.945,-0.711
-2.552,-3.581
-2.946,2.365
-0.556,2.610
3.230,-3.292
0.205,3.287
3.087,3.229
1.941,2.602
0.743,1.664
-3.582,1.182
-3.297,3.766
-3.660,-3.136
2.383,0.924
0.175,0.686
-2.545,-3.581
3.957,-1.823
1.776,3.271
-2.658,-0.184
-0.787,1.565
-1.326,3.790
-3.019,3.444
0.885,3.321
2.549,0.421
-2.627,-2.739
3.441,2.419
-3.160,2.547
-0.199,-1.417
-0.310,2.665
-1.396,3.144
-3.825,1.715
-2.336,-1.509
-2.552,3.151
-1.242,2.693
3.544,2.518
-3.437,1.029
1.360,0.102
-3.035,0.754
2.411,-1.866
3.892,5.661
-1.702,2.380
