z,u_wc
-2.156,-1.867
-1.254,-1.590
-1.793,-1.038
-1.306,-0.875
-1.233,-1.235
0.145,0.138
-0.243,-0.023
-0.791,-0.355
-0.679,-0.634
0.244,-0.052
-2.098,-1.776
-1.182,-0.915
-1.795,-0.725
-1.013,-0.709
-1.958,-1.716
-0.768,2.431
0.877,2.195
0.093,2.744
0.263,2.162
0.659,1.649
1.629,1.297
2.159,1.022
2.102,1.473
1.803,1.064
1.186,1.852
0.896,1.219
0.980,1.857
1.098,2.051
-0.488,2.529
2.303,1.094
0.366,2.617
-2.032,3.088
1.074,1.661
-0.143,2.485
-0.004,2.738
1.881,1.536
0.786,1.883
1.926,1.536
-0.040,2.655
1.365,0.719
2.935,0.771
0.398,1.775
0.394,2.543
2.121,0.429
0.331,2.894
3.115,0.412
0.530,2.561
-0.150,3.170
0.507,1.962
2.496,0.004
1.985,1.977
1.927,0.121
0.369,1.328
2.038,1.002
1.834,1.271
0.584,0.893
0.720,2.854
0.397,2.619
1.690,1.886
1.384,1.624
0.279,0.929
1.623,1.143
0.698,2.959
0.544,2.014
1.515,1.599
1.694,1.565
0.366,2.325
1.779,1.536
1.808,1.117
2.724,1.179
0.756,0.666
1.718,1.820
1.019,1.831
3.928,0.254
-0.569,2.549
2.050,1.287
0.588,2.584
0.763,2.278
1.101,1.667
0.749,1.634
-0.369,1.829
1.665,1.999
2.393,1.076
0.546,2.006
1.167,2.388
0.026,2.628
0.070,2.682
0.460,1.970
0.414,2.053
1.812,1.642
1.593,0.443
1.445,1.640
2.413,0.680
0.644,2.278
0.942,2.391
0.255,2.949
2.326,1.510
0.052,2.775
0.817,2.537
0.670,2.252
1.707,2.570
1.693,1.571
2.129,1.287
-0.930,2.513
-1.027,2.800
0.670,2.561
2.408,1.094
0.773,1.634
0.375,2.588
-0.098,2.278
2.584,0.240
1.205,0.919
0.217,1.600
0.133,2.685
2.121,0.538
1.153,1.798
1.404,0.932
0.002,2.628
0.554,2.997
-0.526,2.645
3.116,0.909
1.695,1.273
2.410,1.506
0.475,1.138
0.426,1.828
1.639,2.496
1.277,1.798
2.415,1.391
-0.073,2.492
0.982,2.391
1.275,1.785
-0.935,2.835
1.141,1.871
0.403,2.617
0.695,2.561
-0.659,2.975
1.776,1.143
0.429,2.136
0.555,2.636
1.759,2.032
1.491,1.759
0.034,2.385
0.523,2.015
0.521,2.200
0.041,2.712
0.019,2.450
2.356,0.198
1.352,2.342
-0.067,2.551
1.052,1.857
1.271,2.104
1.056,1.485
0.297,2.306
2.739,1.289
1.853,1.143
1.797,1.958
2.714,1.289
-0.142,2.551
1.759,1.117
0.709,1.936
0.772,2.535
2.388,1.394
-0.750,2.752
0.095,1.279
0.158,1.870
1.297,0.831
0.672,0.217
-1.652,-1.635
3.504,2.995
-0.812,3.575
-1.249,-1.203
3.996,-2.870
-2.132,0.779
1.388,-1.900
-1.131,-0.521
3.972,0.103
-2.090,-1.770
-1.942,-1.714
2.282,3.082
-0.313,2.696
0.577,3.495
-1.848,-1.906
0.153,-3.840
-2.734,-2.364
3.831,3.396
2.175,3.459
-2.988,-2.832
-0.307,0.877
3.208,3.314
-2.366,-3.469
-2.616,3.158
3.255,-1.127
-3.796,2.935
0.903,-3.444
0.954,3.438
0.955,1.856
2.630,-1.263
2.299,-3.299
-3.479,4.048
0.041,2.234
0.137,-0.586
3.464,-2.106
3.992,3.942
-0.536,-3.540
3.694,1.477
-0.892,0.115
-2.233,2.505
-0.243,-2.034
-3.645,-0.316
0.349,-3.364
3.090,2.162
-3.170,3.454
-1.579,1.132
2.577,1.148
-1.119,2.409
3.239,1.085
3.542,2.486
-3.853,6.416
-2.974,3.558
1.955,3.366
-0.906,3.575
3.420,-2.136
-2.875,0.114
3.919,4.165
2.149,3.394
2.972,-0.732
0.216,2.370
-0.111,1.308
1.627,2.883
-3.602,-1.842
3.749,-1.081
1.105,-3.613
2.100,-3.599
3.043,3.009
-3.451,-2.675
0.700,0.265
-2.866,-0.558
-0.285,-1.263
-1.802,-3.540
-0.378,3.468
2.282,2.520
-2.345,-3.469
-1.610,-3.593
-1.264,2.559
-0.646,0.367
0.219,3.112
-3.119,1.923
-3.253,2.496
2.338,3.130
3.376,2.670
3.152,-2.650
-0.565,-1.564
-0.546,3.665
-0.490,2.952
0.881,0.618
-1.828,2.405
3.397,2.430
-1.950,-3.649
-1.584,-0.537
-1.866,-0.431
-0.166,1.742
3.019,-2.848
-0.068,3.440
2.336,2.026
-2.631,1.806
-1.340,0.339
-0.452,0.989
-1.540,3.615
-2.354,-0.565
1.973,1.028
-3.431,0.749
-3.995,4.545
-2.184,3.176
0.940,3.448
0.948,0.639
2.350,-1.473
0.733,0.660
-0.516,-3.406
0.092,-3.840
2.762,1.902
-0.453,1.139
1.027,-2.442
-3.111,3.344
2.611,0.695
0.288,2.821
-1.987,-3.429
0.967,-3.443
-0.132,-3.300
-3.160,1.185
-1.335,-0.406
-0.627,3.547
-0.620,2.246
-3.929,3.248
1.792,-3.518
-2.418,-1.828
0.440,3.704
-2.272,3.206
-1.492,-0.714
-0.195,2.628
-0.283,3.665
3.000,-0.236
-0.703,-3.452
-1.147,2.827
-0.418,3.435
1.905,1.977
2.582,-2.913
-1.211,3.470
0.976,3.419
3.131,2.878
-3.153,0.191
-2.690,-3.273
3.171,0.910
1.792,-0.142
1.214,2.958
-2.835,-1.969
1.194,2.080
-2.768,0.773
1.207,2.693
3.468,-1.754
-0.848,2.700
3.859,3.707
3.718,3.702
3.789,1.678
1.857,0.682
1.909,0.126
-1.881,-0.725
2.506,1.121
-2.112,-3.143
-0.427,-0.556
0.652,2.797
0.329,0.189
2.186,1.774
-2.012,-1.743
-1.377,-2.822
-2.028,1.714
1.889,3.228
-3.020,0.109
-0.093,2.762
1.319,2.885
3.553,2.719
-0.690,1.930
-2.511,-3.525
1.274,-3.830
-0.003,2.852
0.111,3.359
-3.070,3.395
1.037,-3.354
-0.837,0.441
-1.695,2.402
3.059,-2.816
-2.237,3.016
-0.621,-0.398
-0.390,3.547
-1.157,1.013
2.910,2.921
-2.086,3.147
3.498,2.600
3.975,7.746
3.446,0.895
2.541,2.053
-1.091,-3.541
1.670,-3.564
-1.166,-3.541
-3.120,3.454
-1.751,1.170
