z,u_wc
-1.043,-1.806
-0.913,-0.630
-1.019,-0.880
-0.681,-0.625
-0.345,0.003
-0.336,0.178
-0.341,-0.231
-1.626,-1.514
-1.154,-0.818
-2.437,-1.995
0.489,0.087
-0.325,-0.412
0.966,1.828
1.257,2.299
2.515,1.117
1.052,2.286
0.571,2.935
0.314,2.516
2.769,0.666
0.644,2.660
1.033,2.558
0.892,2.437
1.017,2.531
-0.593,2.771
-0.345,2.970
0.497,2.490
1.385,1.541
1.327,2.153
0.479,1.213
0.036,3.005
0.776,2.054
2.063,1.918
0.296,2.499
2.520,-1.205
-0.074,3.139
2.684,-0.158
0.195,2.553
1.425,1.611
0.808,2.828
0.400,2.875
-0.557,2.886
-0.762,2.858
0.590,2.163
1.247,1.082
1.476,2.351
1.782,1.490
-0.438,2.831
-0.148,1.310
-0.461,3.390
-0.280,3.128
3.019,0.750
-0.564,2.744
-0.949,2.579
3.006,1.142
0.128,2.978
0.196,2.553
1.512,1.033
1.729,0.330
-0.238,3.101
2.592,1.144
2.291,0.596
-0.596,2.817
-0.397,2.771
0.907,2.370
-0.509,3.399
0.736,1.110
1.527,0.823
2.026,1.740
0.858,1.950
1.105,2.125
1.556,1.915
0.533,2.956
-0.578,3.403
2.438,0.429
1.545,0.439
1.443,0.685
-0.157,2.544
-0.055,2.817
-0.361,3.101
0.276,2.470
-0.058,3.074
0.854,1.228
1.929,1.903
0.638,2.477
2.845,0.363
0.715,2.903
1.080,1.701
0.517,2.427
2.534,0.102
2.279,1.731
0.358,2.992
1.596,1.517
1.746,1.836
0.964,1.001
1.537,0.966
0.460,2.490
0.393,2.906
1.868,1.972
-0.007,2.463
0.885,1.401
0.153,2.331
-1.076,2.883
-0.345,2.744
0.721,2.477
-0.033,2.467
1.239,1.546
1.078,1.067
0.103,3.112
0.496,2.040
1.162,-0.827
-1.075,3.151
0.844,2.370
-0.315,2.736
2.561,1.564
0.488,2.290
0.715,1.070
-0.403,3.134
3.075,1.189
0.932,2.585
1.096,0.965
1.387,0.897
0.903,0.807
1.537,1.040
0.532,2.489
0.728,1.881
1.018,1.478
0.594,0.789
0.880,1.675
1.792,1.561
1.439,1.585
4.042,1.046
0.111,2.580
1.256,2.299
2.874,-0.016
0.284,2.041
0.301,2.470
1.937,1.863
3.043,-0.230
1.651,1.490
0.394,1.105
2.025,1.356
2.211,1.149
1.559,1.844
-0.497,2.411
0.424,2.337
-0.009,2.951
0.303,2.557
0.644,2.146
0.357,2.369
0.513,2.463
-0.976,2.865
1.647,2.220
-0.514,2.744
1.127,3.202
0.875,1.147
2.484,1.144
2.563,0.263
0.385,2.312
0.663,1.978
0.500,2.427
0.274,1.229
0.962,2.223
0.207,-2.701
1.805,-0.881
-1.521,3.667
-1.660,-0.283
-0.141,-1.551
3.729,-2.443
-0.548,3.711
1.439,3.660
-0.835,-4.068
2.288,-3.949
1.350,0.870
3.878,-1.895
3.278,-3.053
-1.472,3.485
-2.344,3.599
-0.205,3.429
-2.189,-3.856
-2.701,3.078
-2.636,2.979
1.032,-3.467
-2.820,3.218
2.111,3.084
1.282,-1.997
-2.607,3.018
-1.672,3.599
-1.211,3.660
1.901,2.282
-3.784,-2.226
3.876,-1.984
0.690,-1.390
-0.355,-3.877
-1.179,2.135
-0.556,3.252
-1.909,-3.755
-0.723,-2.434
-1.778,1.602
-0.421,-3.957
-2.480,1.025
-0.420,-2.511
-1.924,3.627
-2.182,2.084
-3.118,2.984
1.803,2.178
2.427,0.834
2.643,1.664
-1.829,3.462
-3.573,2.545
-1.981,2.970
3.985,3.107
-2.629,3.607
-0.486,3.402
1.096,1.120
-1.572,-0.262
1.899,3.144
-1.208,0.934
-1.433,-0.481
-3.087,-3.236
-1.130,-3.477
-2.860,3.446
3.723,2.890
0.801,-2.298
-0.878,2.920
3.304,-3.271
-3.778,0.296
3.082,1.455
3.308,0.546
1.578,2.774
2.842,0.533
0.538,-3.970
-0.261,-4.061
-3.498,4.057
-2.599,-3.356
-3.902,-3.507
2.064,-1.220
2.862,-0.277
1.716,-0.823
-0.885,0.208
2.508,1.286
-2.617,-2.146
-1.605,-3.917
0.521,3.523
0.379,3.491
-2.498,3.520
-1.742,-0.226
1.296,-2.258
2.358,-3.673
-0.806,-2.713
-2.579,2.919
3.012,-3.243
-1.760,-2.687
3.689,-0.222
0.362,-0.535
-3.712,-0.187
-3.508,-3.446
3.764,-1.533
3.633,-2.595
2.631,-3.790
-1.878,-0.240
-1.565,2.081
3.779,-2.306
0.689,3.523
2.511,-3.880
-3.743,7.698
-2.656,3.636
3.226,-1.300
3.867,3.904
3.579,1.873
3.350,-3.207
0.842,-3.970
-3.667,-3.050
1.257,1.242
-2.957,1.553
1.498,-0.882
-3.005,-2.561
-1.862,2.559
-3.741,5.428
3.385,-2.968
-0.696,3.278
-3.781,0.897
-2.721,3.591
2.494,1.117
3.567,3.024
-0.769,3.723
0.257,0.146
2.164,1.544
-1.555,-3.643
3.181,-2.365
1.960,-0.225
-2.080,0.836
2.183,2.649
2.170,3.065
-2.650,-1.182
-2.926,-1.500
3.511,-2.796
-1.070,-0.981
1.826,2.842
-3.442,2.635
-3.301,1.657
1.109,3.594
2.505,-0.970
-2.625,0.272
2.783,1.253
3.815,3.720
0.073,3.251
2.425,-2.819
-3.389,-2.826
-2.079,0.371
-0.210,3.087
1.757,-3.959
-0.442,0.455
0.726,2.410
-2.407,0.221
-1.160,3.723
3.892,2.253
-2.086,-1.072
-2.468,-0.841
1.723,-3.997
1.703,-2.998
1.050,3.491
2.837,0.218
-0.748,1.269
-3.582,-2.892
-3.329,3.998
-1.426,-0.477
3.813,1.900
0.418,3.636
3.160,2.345
-3.385,-2.940
-1.542,-0.937
-2.169,-3.914
1.448,0.412
0.955,3.280
-0.254,0.314
3.483,4.001
1.447,-2.900
1.108,3.594
3.908,2.969
-3.263,0.026
-0.949,0.872
-2.225,-0.062
0.645,-1.054
1.998,3.284
1.110,-1.975
2.211,-3.989
-1.375,3.570
-1.758,3.456
-3.355,-3.588
0.580,3.532
2.219,-2.182
3.238,-3.297
0.904,2.384
-2.627,3.607
2.817,-2.693
-2.997,1.445
3.134,1.451
0.277,-3.651
-1.900,0.300
-2.915,-3.418
-3.745,-3.705
-2.341,0.288
