z,u_wc
-1.686,-1.618
0.224,0.043
-0.647,-0.425
-2.016,-1.688
-0.080,-0.215
0.561,1.038
-1.643,-1.528
-0.439,-1.160
0.143,0.330
0.224,-0.029
-1.241,-0.981
0.883,2.566
0.058,2.830
0.008,2.843
1.988,1.238
0.739,2.643
2.570,-0.376
2.394,0.863
1.449,0.256
1.592,2.389
-0.643,2.162
1.122,2.331
1.373,1.687
-0.590,3.040
2.071,1.265
0.706,2.462
1.802,0.471
-0.504,2.878
0.371,2.016
1.578,1.581
0.812,1.630
0.960,0.882
1.241,1.525
1.224,0.794
-0.326,2.911
1.579,1.497
1.431,1.970
0.451,1.996
1.325,1.508
1.289,2.460
1.146,1.493
0.272,2.789
0.965,1.096
1.599,1.508
-0.980,2.916
1.910,1.238
0.465,2.200
1.522,1.471
-0.942,2.603
1.274,1.713
0.075,2.684
-0.059,2.708
-1.009,2.771
0.985,1.553
0.717,1.917
0.207,2.735
1.800,1.141
0.448,2.752
0.530,2.676
1.375,1.209
1.645,0.623
1.679,1.887
1.988,-0.414
1.262,2.363
0.771,1.406
3.729,0.249
1.173,2.039
1.383,1.549
0.214,2.750
0.544,2.417
1.060,2.553
0.670,0.856
0.745,2.566
2.748,0.573
0.313,0.759
2.054,0.471
0.189,2.667
1.254,2.024
0.701,2.646
2.861,0.591
2.473,0.515
1.312,1.687
3.070,-1.295
1.009,0.803
1.118,1.895
1.769,1.127
0.455,0.755
2.361,0.471
1.882,1.588
-0.016,2.512
1.123,1.525
0.231,2.105
0.889,1.552
0.512,2.716
1.952,-0.414
1.511,1.471
0.909,2.531
2.065,1.292
0.675,2.593
1.403,1.922
1.190,1.155
-0.044,1.711
0.517,2.785
-0.455,3.123
0.662,2.538
0.678,2.049
0.717,2.793
1.555,1.549
0.922,1.096
1.263,0.775
0.049,2.355
1.152,2.053
0.741,1.884
1.606,1.536
0.179,2.824
1.285,1.182
-0.435,2.513
1.074,1.525
0.512,2.725
3.143,0.202
0.436,2.811
-0.658,2.521
0.296,2.689
-2.102,2.955
1.128,2.053
0.418,2.650
1.148,1.391
2.725,0.573
1.792,1.588
1.076,2.553
0.661,2.103
0.830,1.895
0.510,2.722
1.093,2.320
3.499,0.112
0.141,2.684
-0.493,0.609
1.471,1.285
0.196,2.522
0.006,2.629
-1.066,3.278
-0.323,3.049
2.542,1.537
1.087,2.579
0.638,0.411
0.647,1.535
1.080,2.564
-1.336,3.164
0.469,0.787
1.392,1.493
-0.113,2.539
-0.312,1.300
1.198,2.159
2.544,0.214
-0.073,2.228
-0.326,2.810
0.920,1.778
1.658,1.523
2.328,-0.301
0.546,2.407
0.491,1.910
0.655,2.673
-2.035,0.010
-2.687,1.963
0.967,2.410
3.342,0.789
-1.354,2.450
-3.296,2.053
1.833,3.200
-2.545,-3.621
-1.008,-0.548
2.809,0.931
2.134,-3.901
0.948,0.910
0.995,-1.242
-3.337,3.877
1.924,-3.932
-0.235,3.666
-1.384,-4.070
-0.277,-4.193
-3.717,-2.547
-3.080,2.106
0.325,-4.119
-1.042,0.778
1.536,-3.953
-2.070,-3.910
-0.797,-3.955
1.306,1.532
1.249,3.544
-2.646,3.222
3.632,-1.746
-1.925,2.011
1.159,-3.774
0.405,-0.400
3.276,-2.980
2.894,-2.799
0.646,-1.199
1.585,-1.522
-2.301,-3.756
-2.535,-3.812
3.391,3.660
1.154,2.641
2.911,3.161
-0.597,3.484
-0.596,-4.188
-3.945,3.306
-0.045,-2.848
-1.275,3.310
1.405,1.444
-3.292,-0.572
-1.179,-1.450
-1.834,3.582
-2.996,3.460
3.823,6.320
-2.040,3.486
-2.687,-0.146
-2.233,0.589
-2.203,3.515
-3.182,-0.854
-1.938,3.611
-1.628,2.129
0.694,-1.726
1.543,-1.244
-3.536,-3.531
2.108,3.402
-0.073,2.602
2.595,-3.817
-0.747,1.515
-1.654,-2.987
-3.232,1.087
0.780,3.255
-2.326,-3.826
0.732,3.522
-1.689,2.016
-2.672,-0.623
3.172,2.205
1.384,3.512
2.061,-0.581
-1.210,3.719
0.015,3.576
-0.195,0.269
2.495,0.790
0.147,-3.712
-2.858,0.747
-1.944,-0.291
-0.660,3.286
-2.767,-3.134
2.872,3.308
-2.642,3.657
0.439,3.524
2.869,-0.538
0.324,2.776
-2.857,-0.670
2.067,-1.129
-2.315,-2.593
-2.291,1.968
-3.433,-3.371
3.529,3.533
1.979,1.619
-2.486,2.245
3.625,-0.261
-0.142,2.566
1.178,3.135
3.518,1.545
-3.522,-0.192
2.368,-3.838
3.538,3.320
-1.498,-0.559
3.891,0.323
-3.460,0.987
-3.220,-0.113
-3.317,-1.619
2.922,-3.606
-2.400,2.175
0.187,2.735
3.568,0.574
-3.140,-3.671
2.716,2.336
1.716,3.716
3.477,0.407
-3.106,-0.289
-1.532,2.573
2.374,-3.838
0.753,3.476
-2.625,-1.668
1.293,1.374
-3.828,2.528
-2.819,0.720
2.154,-0.750
-0.721,-0.586
1.116,2.613
2.611,-1.685
0.414,-4.121
3.565,3.070
0.997,-4.097
2.909,3.100
1.701,3.457
-1.099,-4.014
3.750,3.703
-0.103,3.724
1.100,-3.816
-2.256,-0.640
-0.682,0.322
1.294,2.859
-1.805,-1.156
1.233,3.562
-1.790,3.672
0.750,-4.068
1.505,3.486
0.598,-4.137
1.775,-3.078
-3.718,1.106
-0.009,1.221
2.963,3.279
0.758,-3.870
3.402,-2.699
-2.963,-0.360
-3.137,-0.017
-0.402,-0.950
-3.178,-0.775
0.916,2.791
-2.558,-1.525
3.879,5.843
1.263,-3.122
1.259,2.596
-0.233,0.176
0.276,2.528
0.291,3.101
2.941,-3.601
-0.065,2.948
1.459,1.471
-3.052,-1.363
1.343,3.408
3.213,-0.656
3.432,-3.027
2.988,-0.489
3.252,3.513
0.667,-3.540
2.568,-3.751
2.098,1.709
2.631,-0.948
1.407,0.949
-1.084,-4.096
0.861,0.893
-2.015,2.985
-3.710,-2.172
-3.866,1.605
-1.713,-1.412
-2.894,-0.642
-2.921,-3.708
-3.709,1.095
-2.928,3.314
-1.717,-0.673
2.570,-3.748
-3.358,-1.495
-3.680,4.732
-1.624,-0.342
1.528,-1.753
-0.546,-1.002
3.222,3.484
-1.756,2.019
