z,u_wc
-3.625,-2.365
-0.141,-0.602
-0.040,0.209
-1.587,-1.265
-0.506,-0.706
-0.881,-0.733
0.685,1.197
0.817,1.151
-1.050,-0.832
-0.920,-0.318
-1.882,-1.254
-0.806,-0.681
-2.252,-1.672
-2.314,-2.277
-1.158,-0.824
-0.527,-0.722
-1.308,-0.885
-1.473,-1.107
-0.534,-0.333
-1.090,-1.120
-2.140,-1.767
-0.564,-0.703
0.014,0.118
-0.415,-0.452
-0.189,0.048
0.810,0.778
-1.530,-0.975
-1.072,-1.399
-0.373,-0.581
0.669,-0.220
-1.827,-1.184
-0.700,-0.383
-1.223,-1.292
-0.905,-0.753
-1.736,-1.478
0.074,0.933
-1.055,-1.252
0.734,0.208
-0.453,-0.670
-0.227,-0.475
-1.195,-1.468
-1.726,-1.158
0.576,0.262
-1.913,-1.699
0.621,2.672
1.870,0.747
0.623,2.088
1.262,2.440
1.272,1.892
0.324,0.866
1.694,1.223
1.737,1.728
-0.259,2.315
-0.181,2.395
0.574,2.062
1.946,0.310
2.844,0.288
0.105,2.793
1.562,1.818
3.203,0.051
-0.449,3.022
1.794,1.750
0.546,1.581
2.164,0.451
-0.019,0.633
-1.855,3.135
-0.185,2.601
0.690,2.947
1.372,1.510
0.832,2.530
0.737,2.058
2.326,0.451
1.950,1.066
0.031,2.640
0.078,1.302
0.350,2.148
3.307,0.225
1.251,1.780
1.052,2.578
2.261,1.488
0.730,1.584
0.652,1.887
1.678,2.226
2.769,-0.373
0.893,1.808
1.693,1.728
0.438,0.356
2.272,0.133
0.380,2.600
3.205,-0.319
0.696,1.887
1.697,1.594
0.340,1.704
2.047,1.007
-0.301,2.967
0.039,2.089
2.007,1.471
-0.051,2.195
0.830,1.501
1.924,1.647
0.901,1.334
2.312,0.154
1.845,1.983
1.415,0.862
0.507,2.423
1.068,2.000
1.455,1.543
-0.138,2.109
0.596,2.699
2.601,1.834
-1.399,2.588
0.351,2.699
2.197,1.084
1.781,1.740
1.512,0.731
-0.725,2.810
0.667,2.617
0.960,1.781
1.221,2.584
1.020,2.241
1.303,1.870
1.602,1.605
0.644,2.737
0.307,2.640
-0.849,2.920
0.451,1.091
0.958,2.455
-0.079,2.521
-0.805,3.262
2.130,1.084
1.526,2.298
0.629,1.599
0.493,2.062
2.283,-0.317
0.645,1.940
-0.718,2.421
1.322,1.082
1.379,2.377
0.904,1.887
0.740,2.962
-0.116,1.294
2.369,0.952
-0.175,1.155
0.771,2.530
2.872,0.983
1.055,2.355
2.164,1.743
-1.096,3.124
-0.838,2.656
0.575,1.705
0.790,1.528
1.514,1.856
2.011,-0.321
1.601,1.779
-0.775,2.786
0.864,1.808
1.604,1.505
1.734,1.728
1.418,1.875
0.288,2.782
1.852,1.452
0.266,2.357
-0.437,2.656
1.234,1.309
1.013,2.411
1.584,2.016
-1.117,2.653
0.907,2.648
1.023,1.188
0.604,2.476
1.815,1.466
0.607,2.179
0.339,2.180
-0.502,1.038
1.435,1.628
1.952,0.801
1.575,1.505
1.689,0.023
1.642,0.522
2.018,0.836
-0.393,2.994
2.970,0.326
0.343,2.313
2.652,1.170
1.766,1.064
-0.425,2.767
0.329,2.396
1.191,1.872
-0.221,2.628
-0.109,2.050
0.652,2.436
1.342,2.384
0.016,2.932
0.939,2.045
3.042,-0.455
0.793,2.427
-1.399,-1.044
-0.858,1.934
-2.187,-0.435
-3.912,0.537
-3.883,3.256
2.638,2.640
-1.310,3.479
1.000,-3.817
0.467,-0.599
-0.645,1.493
-1.680,-1.478
-0.597,-0.694
-0.160,-0.741
2.955,-3.190
-2.003,2.649
-3.298,-2.343
3.863,-0.031
-0.328,-3.014
1.917,3.275
-3.798,-1.993
1.280,3.278
-3.425,1.132
-0.939,3.259
-0.002,3.622
-1.041,3.412
-1.480,2.064
3.313,0.364
-1.817,2.532
-2.262,-1.371
3.834,-0.190
-0.664,0.515
0.984,-3.850
3.271,2.949
1.672,-3.812
-0.637,-0.164
3.004,2.342
2.325,0.952
3.061,2.429
2.225,3.419
2.498,2.925
3.495,-1.706
-2.184,-2.039
-0.042,1.162
-0.436,-3.760
-1.972,-0.050
0.322,-3.790
-0.607,2.247
2.188,2.229
-1.521,-0.948
1.551,0.862
1.614,3.249
-3.641,3.075
-2.656,-0.286
-1.707,3.527
1.833,0.747
3.263,-2.384
2.824,-3.464
-0.895,3.507
-2.284,-2.876
2.862,1.377
1.007,-3.618
-1.505,-0.878
-3.251,-2.581
0.247,-3.845
1.978,-0.304
3.679,3.005
0.694,2.556
-0.738,-3.732
-3.280,0.386
0.721,-3.845
-1.580,2.942
-0.219,-3.812
0.587,2.586
3.069,3.061
3.841,1.558
1.287,3.515
2.410,-3.760
-3.876,1.808
-1.423,-2.844
0.677,-2.335
-2.835,2.661
2.464,2.210
0.589,3.219
3.665,3.581
3.700,-1.711
2.217,1.583
-3.170,-2.585
-2.995,3.347
-3.955,2.390
2.142,3.071
-3.020,-0.128
-1.167,-0.885
-2.208,-1.000
-0.821,-3.685
3.245,0.997
3.016,-3.146
1.526,3.121
-0.130,-0.230
1.950,1.740
1.768,-1.081
3.113,3.034
1.606,-3.629
-3.080,0.955
-0.138,-3.790
3.738,2.269
-2.468,-2.315
1.900,-1.679
-1.542,-0.665
-2.793,3.391
3.586,3.144
-0.304,3.625
-3.633,-1.266
-1.443,1.432
2.898,1.978
-2.440,-0.996
-3.604,-0.108
-2.641,-2.370
1.156,-0.898
3.923,0.487
-2.892,2.691
-3.061,2.751
-1.885,-3.490
-2.904,1.780
2.847,-1.941
2.180,-3.781
2.543,2.636
-0.412,0.933
3.726,3.208
2.316,-0.641
3.587,-0.566
-2.694,2.480
2.058,-1.729
2.894,0.354
-1.768,2.832
-3.299,-2.258
-0.464,3.625
2.438,2.925
-0.008,-2.059
2.921,-0.781
3.251,1.654
0.248,3.482
-3.927,-1.653
2.086,-1.339
1.401,3.342
-2.551,3.514
2.713,-3.553
-1.793,2.912
2.400,1.457
-0.404,0.801
1.071,-0.055
-3.713,-0.785
-2.985,2.183
-2.064,-2.032
1.901,-1.411
-0.541,3.679
0.294,0.329
-1.419,3.412
-0.578,3.653
1.067,2.796
-2.527,-2.554
-0.644,2.447
1.418,2.413
2.789,-3.635
-0.666,2.573
1.913,1.418
-3.409,1.110
0.350,3.458
-1.287,0.894
-0.423,-0.642
-2.736,-2.032
-2.771,-2.398
-0.094,-0.377
1.114,2.007
2.828,3.071
3.390,-2.726
1.803,-3.706
-1.290,-2.968
-0.711,-3.733
0.916,-0.973
1.972,0.278
-0.111,2.628
1.386,-0.565
-1.559,0.880
-2.782,0.214
-0.683,-3.700
-3.614,0.682
-1.122,3.210
-1.017,-1.492
3.534,0.810
-1.447,1.445
2.833,3.459
-0.736,0.213
3.052,-1.756
3.349,-1.217
-3.752,-0.537
0.539,-3.818
3.080,1.905
2.360,-0.387
