z,u_wc
1.648,1.638
0.326,2.346
1.297,2.325
-0.063,2.027
1.756,2.217
0.570,2.397
2.096,1.514
2.143,0.730
1.177,0.758
1.484,1.691
0.188,2.468
3.380,2.072
-2.841,-1.526
-1.894,-0.500
-1.131,0.220
3.613,1.998
2.038,2.615
-0.480,-0.488
2.798,1.869
2.475,2.309
-0.328,2.948
-1.759,-3.504
-1.488,2.102
-0.408,3.291
0.106,3.537
1.739,0.803
3.460,-3.134
0.472,0.985
-3.245,0.623
-0.940,3.349
2.365,-3.400
3.811,3.486
-2.377,1.287
-3.738,1.531
2.944,1.452
-0.322,1.662
1.767,1.585
-3.304,-1.535
3.128,-3.170
-0.348,0.066
-1.054,-0.325
-0.600,-0.060
2.013,1.563
0.495,-1.759
1.520,1.894
-0.687,-2.417
-3.863,-1.711
-0.942,-0.351
-3.540,3.345
2.491,2.701
-2.643,-0.675
-1.345,2.284
1.237,-3.708
2.365,-3.319
1.775,2.913
-1.259,-2.501
2.113,2.615
-0.655,1.428
-2.076,-3.553
2.302,2.292
1.511,2.438
-2.546,-3.364
0.499,0.120
-1.843,2.679
-2.389,2.531
-3.385,3.271
-3.828,4.089
3.987,-0.968
-2.113,0.004
-0.175,0.500
3.992,0.084
3.095,2.974
0.277,3.318
-1.400,3.450
0.699,2.716
-1.150,2.483
-0.577,3.093
-3.601,1.065
2.442,-3.704
-3.215,1.663
-0.106,0.107
-1.143,2.618
-0.137,3.448
-3.846,2.070
-3.521,-2.480
3.224,0.476
1.839,-3.318
-1.122,-3.259
0.678,-3.736
-1.098,-0.479
-2.893,-0.040
-2.802,2.680
-3.278,3.182
1.919,2.985
-3.230,2.461
-2.234,-3.553
-1.236,2.412
-1.788,3.421
0.381,-2.888
-3.821,3.817
0.137,-2.614
0.590,2.139
3.667,-2.575
-3.354,1.865
-3.060,0.222
-0.812,-0.114
0.077,-2.714
-3.119,-3.076
3.163,2.999
-1.529,-3.509
2.675,1.258
0.875,2.163
3.001,2.850
-0.778,0.601
0.770,-2.527
1.412,-3.378
3.726,-0.818
1.944,-3.785
-3.620,-2.908
2.103,3.252
0.357,-2.916
-2.532,-0.955
3.038,-3.373
3.868,-1.784
2.136,0.276
1.545,3.151
-2.681,2.473
-1.095,0.569
3.489,1.482
-2.831,2.710
-0.818,-3.553
-0.268,1.490
3.483,0.780
0.510,3.151
0.373,1.477
-1.061,-0.275
3.304,-3.343
-2.831,2.563
-3.661,-2.740
0.472,-3.813
-1.653,2.284
-0.140,-2.554
-2.439,2.367
-3.409,-0.940
1.081,-2.213
-0.039,-0.137
2.390,-3.489
-3.068,-1.106
-0.989,0.364
0.757,2.579
-1.269,0.487
3.409,-3.252
-2.741,-1.053
0.432,-3.315
2.196,-2.176
-3.275,2.492
-2.409,1.080
-2.318,0.574
0.429,2.954
0.628,2.983
-3.826,4.036
1.860,2.663
2.352,-3.495
-3.551,1.924
-1.728,-0.412
2.205,1.298
-0.945,1.944
2.509,2.922
-0.908,-3.344
-0.277,1.186
3.946,-1.689
-0.140,-3.705
-1.192,-0.862
-3.712,-0.074
-1.548,-2.891
-3.339,-1.069
2.389,2.834
-0.470,-0.408
-1.965,-3.481
3.930,3.492
3.770,2.840
-1.347,-1.492
-0.138,-2.604
1.014,2.944
2.180,3.252
0.240,3.289
-1.606,-3.534
-3.416,0.530
2.105,2.913
-3.207,-3.301
3.539,0.809
1.296,-3.161
-2.479,0.076
2.906,-2.064
-1.596,2.516
1.817,-3.767
-3.848,1.469
-2.777,3.157
-3.681,0.060
3.715,-2.514
3.267,-3.162
2.212,-1.749
2.858,2.761
-2.047,-3.469
-3.305,-0.643
1.724,-3.442
-2.771,-3.365
-3.251,-2.593
3.800,3.195
1.909,-3.581
0.956,3.304
