z,u_wc
-0.868,2.712
0.176,2.149
1.222,1.765
-0.477,2.151
0.190,2.651
1.915,0.407
1.952,0.559
0.837,2.509
0.898,0.890
1.924,1.080
1.873,1.381
2.146,1.802
-0.277,2.245
1.379,1.760
-1.021,1.895
0.951,1.191
1.095,2.202
-1.497,2.248
-0.507,2.479
3.561,-1.174
0.680,1.251
1.434,1.101
0.248,1.952
2.181,1.491
1.851,0.232
2.595,0.593
2.683,1.175
1.266,1.157
1.611,2.499
1.083,0.789
1.087,2.288
3.472,0.633
1.474,2.124
0.728,2.347
1.957,1.825
-0.442,2.486
-1.189,3.256
0.603,2.268
0.950,2.228
0.184,2.559
0.174,2.533
0.265,2.005
0.524,1.620
1.502,1.733
1.158,2.304
1.333,1.246
-0.014,2.172
-0.383,2.569
0.839,1.615
-1.115,2.722
1.726,1.514
0.243,2.800
0.070,2.651
-0.576,2.780
1.811,1.672
1.394,2.124
1.532,2.409
0.725,2.789
0.453,2.585
2.862,0.537
-0.731,2.301
2.279,-1.020
0.357,1.241
2.231,-0.268
0.392,0.886
0.588,1.516
3.159,-1.468
1.417,1.072
1.303,2.316
1.234,2.150
1.298,2.586
0.843,1.773
1.733,1.487
2.481,0.286
0.041,2.883
0.903,2.320
0.759,2.345
0.874,2.058
2.800,-1.643
-0.123,2.895
1.052,0.462
-2.071,1.777
1.077,2.202
0.348,2.673
0.329,2.587
0.728,2.254
2.559,0.593
0.491,1.800
-0.344,2.541
2.792,-0.429
0.891,2.215
1.138,2.015
1.162,1.717
1.594,1.885
2.293,0.518
1.014,2.304
0.790,2.505
0.828,1.237
1.096,1.047
1.422,1.299
1.095,2.304
1.774,1.672
0.248,2.372
3.056,0.339
0.516,0.330
1.760,0.864
-0.393,1.608
-0.349,1.608
-0.266,3.035
3.488,0.605
-0.054,2.099
2.191,1.072
1.401,1.991
2.342,0.063
1.163,2.579
1.769,1.381
2.176,1.742
0.681,2.789
0.242,2.624
2.732,-0.316
2.583,1.256
1.695,2.716
-2.323,-0.339
3.464,0.567
-1.070,2.296
3.380,-2.712
2.735,3.054
-1.036,2.183
-1.130,-0.533
0.513,3.579
3.259,-3.094
-2.972,0.091
-1.150,0.061
-3.873,4.195
-2.967,3.490
-1.797,-2.342
2.071,-3.554
3.315,3.123
-0.825,-3.491
-0.077,-0.292
-3.605,0.735
-3.154,-1.487
0.227,2.328
-0.503,0.092
-2.047,-3.322
-2.875,-0.109
2.323,-2.454
2.501,1.544
2.452,-3.570
3.833,2.299
1.366,-3.789
-3.240,3.699
-1.801,-1.692
-2.100,-2.365
2.402,2.633
2.374,3.026
2.414,1.544
0.485,2.456
-2.327,2.819
-2.157,-2.692
0.666,3.517
3.579,3.568
0.190,3.683
-3.796,4.070
1.789,-1.035
0.004,0.847
3.003,1.413
-2.731,3.264
-1.678,-3.473
-2.010,-3.332
-0.740,-3.017
-2.135,1.652
-2.864,-0.661
3.515,-1.203
1.844,2.895
-3.428,-0.747
-3.867,3.120
-0.665,-3.579
1.539,1.126
-2.296,3.131
3.891,1.747
-0.120,1.555
-3.648,3.469
0.070,1.077
-1.964,-3.350
-3.140,2.306
1.537,-0.094
-1.278,-1.040
-1.040,0.886
-0.464,3.701
1.891,-3.676
-3.071,-1.672
-3.802,2.929
3.499,-0.351
2.297,2.817
3.118,-1.526
-1.785,-1.210
-0.031,0.147
-0.560,0.558
2.803,-3.439
2.832,-3.411
-0.307,0.227
-2.361,-0.349
1.689,2.169
2.642,-3.495
2.779,3.201
3.748,-0.325
-2.294,3.140
2.325,3.026
0.631,-2.475
2.248,-3.648
3.918,3.811
-1.728,-3.322
1.032,-1.857
-2.071,0.037
-3.677,3.827
3.692,0.279
-3.144,2.811
3.707,-1.944
2.842,1.229
3.055,-1.526
1.846,-3.676
0.528,3.600
2.373,3.147
-1.283,3.554
-0.040,-3.700
-1.615,1.966
0.970,3.155
-0.713,0.855
0.215,3.683
-0.585,-3.749
2.672,3.142
3.459,2.815
1.693,1.748
3.449,0.853
3.821,-1.371
-2.815,-2.873
-0.621,3.207
-0.314,0.426
2.148,-3.647
2.967,3.113
-1.869,3.013
1.174,-0.610
-0.501,1.539
2.249,3.026
-2.829,3.353
1.905,2.918
-3.385,2.857
-3.638,-3.904
2.190,-3.642
3.080,-3.263
-1.790,-1.618
3.147,-3.082
2.705,-3.449
3.290,1.495
3.830,-1.504
3.679,3.596
0.456,-3.726
-1.999,3.225
3.302,-3.094
3.754,-1.455
2.177,2.227
0.992,-2.043
2.069,-3.676
0.134,2.085
2.099,2.997
-1.273,-1.533
-3.798,1.632
-2.833,-2.160
3.516,2.986
-0.033,-0.891
1.536,1.885
-1.061,-2.480
2.733,1.229
-1.013,-0.403
-3.023,-2.652
1.488,-3.796
-1.002,3.618
1.378,1.694
1.872,3.038
2.894,-3.336
-3.191,-0.172
-0.917,-0.326
-0.537,0.092
1.845,1.091
-3.474,-3.958
3.865,0.628
2.088,-3.666
-2.417,-1.482
-1.433,1.276
3.979,4.387
1.791,0.861
2.557,1.571
1.023,-3.043
1.547,3.435
2.022,3.521
-2.222,0.901
-2.178,2.934
0.959,-3.733
3.175,-3.227
-0.536,2.489
3.951,3.043
-0.940,-3.172
-2.104,0.623
3.092,-0.250
3.721,3.384
-1.906,1.792
-0.188,2.971
3.194,-3.144
-2.417,3.219
-3.256,1.741
1.458,-3.618
-1.813,1.087
-1.987,3.254
-3.553,0.088
-2.115,0.689
0.111,-3.727
-1.138,-0.560
1.221,3.506
1.641,-1.506
-1.737,1.549
