z,u_wc
-1.141,-0.389
-2.040,-1.485
-2.245,-2.061
-1.549,-1.279
-1.266,-1.014
-1.280,-0.550
-0.885,0.030
0.338,0.288
-2.349,-1.984
-1.791,-1.319
-0.705,-0.711
-0.858,-0.887
-1.879,-1.754
-0.115,0.074
-1.213,-1.105
-0.297,0.037
-1.072,-1.045
-0.627,-0.272
0.819,0.574
-0.251,-0.085
-1.762,-0.774
-1.763,-1.612
-0.665,-0.830
-0.891,-0.645
-1.045,-1.043
-1.977,-0.948
-1.024,-0.538
-1.528,-1.253
-1.217,-0.844
-0.848,-0.883
-1.181,-0.559
-2.680,-2.193
-2.800,-2.278
-1.886,-1.665
-2.822,-2.278
-0.014,-0.000
1.181,1.143
-0.327,-0.052
-1.918,-0.774
-1.719,-1.648
-0.303,0.071
-0.327,0.489
-1.971,-1.865
0.197,1.010
-1.283,-0.461
0.702,0.711
-1.020,-0.576
-0.770,-0.268
0.058,0.228
-1.277,-0.577
-1.319,-1.262
0.051,0.639
-1.079,-1.043
-2.508,-2.220
-2.140,-1.977
-3.510,-1.400
-1.071,-0.370
-2.045,-1.137
-0.302,0.097
-1.448,-1.504
0.767,0.452
-0.971,-0.352
-2.449,-2.193
-2.109,-1.996
0.634,0.803
-1.354,-1.039
0.990,1.239
0.026,0.274
-1.051,-1.042
-0.178,-0.115
-1.243,-0.511
-0.224,0.124
-0.246,-0.146
-0.571,-0.576
-0.096,-0.097
-2.875,-2.247
-0.404,-0.128
-0.824,-0.508
-1.822,-1.271
-0.315,-0.198
-0.011,-0.033
0.005,0.639
-2.482,-2.220
-1.645,-1.204
-4.275,-2.567
-0.576,-0.576
0.460,0.659
0.167,0.168
-0.045,0.026
-2.879,-2.247
-1.460,-0.550
-0.801,-0.883
-2.615,-2.220
0.044,0.201
0.268,0.267
0.886,3.084
2.507,1.004
1.411,1.425
1.212,1.404
0.633,2.091
0.731,2.523
0.869,1.827
1.824,1.983
0.160,2.497
1.199,2.620
2.750,0.950
1.832,1.874
1.005,0.865
2.519,0.782
0.410,2.334
-0.232,2.516
0.592,1.616
1.619,1.785
1.644,1.373
-0.151,2.855
-0.208,2.818
1.070,2.913
2.970,1.318
0.389,2.664
0.424,2.442
0.860,2.339
0.022,2.938
0.529,2.445
1.282,1.737
0.473,2.513
1.537,2.707
0.071,2.761
-0.266,3.007
2.489,0.708
2.589,0.779
1.632,2.543
0.614,2.488
-0.621,2.362
1.081,2.668
2.806,0.955
0.527,2.445
1.296,2.950
0.928,2.535
1.094,1.523
-0.097,2.770
0.749,2.262
0.688,2.725
-0.154,2.881
0.870,1.599
1.556,2.078
-0.055,2.687
0.723,3.074
1.346,2.806
1.231,1.143
3.219,1.470
0.375,2.755
0.306,2.259
-1.205,4.390
1.180,2.575
0.643,2.751
1.911,1.459
-0.214,3.230
-0.667,3.432
1.864,1.330
1.372,2.573
3.153,1.311
0.980,2.101
1.292,0.783
0.269,2.844
1.688,0.889
1.956,2.173
0.657,1.309
1.121,1.973
3.465,0.493
1.483,2.238
-0.268,3.237
0.819,1.558
-1.350,5.395
0.978,2.374
0.761,2.417
1.317,1.529
0.820,2.182
1.698,1.473
1.818,2.329
3.867,0.979
-0.952,3.346
1.172,1.839
1.996,0.859
2.703,1.593
0.630,3.136
-0.103,2.664
1.673,2.009
2.403,1.258
1.076,1.899
0.517,2.884
1.782,2.114
2.235,1.371
0.333,2.622
0.215,2.284
0.076,2.787
1.888,2.037
1.104,1.036
2.670,0.869
2.860,1.805
3.576,1.738
0.768,2.417
1.657,1.941
1.462,2.504
0.953,2.443
1.313,1.863
0.054,1.758
2.531,1.311
0.771,2.382
1.118,2.501
1.196,1.472
0.441,2.312
-0.036,1.983
0.234,3.025
1.145,2.682
-0.143,3.204
2.202,0.603
1.586,1.784
0.242,2.552
0.535,2.324
1.019,1.213
1.328,0.995
2.308,1.455
2.895,1.973
0.617,2.728
2.063,1.419
1.578,1.813
-1.397,5.323
-0.332,3.062
1.718,2.471
2.280,1.981
0.130,2.650
0.794,2.936
-0.181,2.489
1.575,1.399
1.309,2.430
0.319,1.944
0.886,2.706
0.902,2.912
0.409,2.921
0.421,1.321
0.684,2.716
0.255,2.238
2.405,1.432
1.300,2.434
0.985,2.374
-0.065,2.813
0.732,2.262
1.281,1.780
0.610,2.349
-0.504,3.277
1.002,1.942
-0.258,3.161
-0.527,3.332
1.098,2.682
1.337,2.592
2.023,2.003
-1.260,4.638
1.974,2.067
-0.659,3.394
1.278,1.774
1.884,0.835
1.628,1.029
1.123,2.339
-0.816,3.560
0.010,2.813
1.307,2.443
2.183,1.346
1.037,2.563
1.684,2.689
1.382,1.425
1.359,1.425
2.048,1.957
-0.531,3.233
1.950,1.419
1.754,2.009
0.226,1.787
0.269,3.199
1.415,1.477
0.866,2.629
1.171,3.002
0.854,1.971
1.989,0.846
1.726,2.462
1.564,1.812
1.475,2.510
-1.535,5.124
1.856,2.037
1.087,3.030
0.322,2.583
0.885,2.926
0.440,2.921
0.469,3.067
-0.023,3.151
1.211,2.217
-0.429,3.197
0.508,2.513
1.469,2.509
0.842,2.443
2.543,1.139
1.243,2.976
1.369,2.211
1.381,2.730
1.196,2.282
0.512,2.794
1.487,1.889
-0.387,3.173
0.606,2.209
-0.692,3.622
1.661,1.889
-0.469,3.215
2.240,1.981
1.483,0.757
0.400,2.535
2.216,1.371
0.557,2.352
2.518,1.286
0.362,2.729
-1.117,4.209
2.138,0.687
1.136,2.323
1.359,2.215
2.713,1.578
1.508,2.434
0.861,2.709
0.648,2.861
0.922,3.016
1.093,2.654
1.640,2.436
2.321,1.912
0.483,1.584
0.618,2.209
-0.028,2.718
0.680,1.033
0.478,0.767
2.755,0.896
0.440,2.895
1.873,1.408
0.555,1.711
-0.046,3.151
1.214,2.217
0.017,1.330
0.964,1.920
1.815,1.307
-0.409,3.316
1.748,2.009
