z,u_wc
-0.507,-0.193
-1.184,-0.075
-1.040,-1.274
-1.526,-0.496
-0.125,-0.422
-0.576,-0.218
-1.421,-1.013
-0.506,-0.218
-0.013,-0.302
-0.882,-1.096
-1.965,-0.673
0.559,0.585
-1.108,-0.910
-1.009,-0.501
0.255,0.380
-0.505,-0.134
-0.079,-0.370
-1.444,-0.879
0.348,1.224
-1.792,-0.997
-2.316,1.218
0.855,0.946
-1.958,-1.088
-0.942,-0.564
-2.030,-1.041
0.214,-0.078
-2.973,-1.504
0.507,0.694
-2.156,-1.820
-1.254,-1.361
-1.793,-1.027
-1.306,-0.744
-1.233,-1.066
0.145,0.156
-0.243,0.057
-0.791,-0.207
-0.679,-0.414
0.244,0.036
-2.098,-1.574
-1.182,-0.832
-1.795,-0.661
-1.013,-0.500
-1.958,-1.719
-1.839,-1.756
-1.227,-0.769
-2.274,-1.839
-1.163,-1.011
-0.635,-0.670
-0.214,-0.135
-0.009,0.144
-0.611,0.009
0.097,0.005
-0.941,-0.500
-0.205,-0.444
-0.934,-0.614
-1.035,-0.564
-2.150,-1.911
-0.044,0.185
-1.873,-1.501
-3.765,-3.079
-0.565,-0.562
-1.613,-1.597
-2.297,-1.931
-0.670,-0.028
-0.972,-0.744
-0.677,-0.002
-1.941,-1.780
0.317,0.075
0.092,0.591
-0.749,-0.922
-1.787,-1.393
0.510,0.539
-2.600,-1.886
0.284,0.898
-1.755,-1.165
-3.187,-1.893
-0.930,-0.961
0.913,0.798
-1.411,-0.283
0.915,0.440
-0.512,-0.761
0.235,0.275
-0.318,-0.012
-0.103,-0.375
-2.063,-1.243
-1.908,-1.501
-0.935,-0.308
-0.554,-0.257
-0.292,-0.562
-0.056,-0.100
-2.774,-1.759
-1.098,-1.033
-0.531,-0.147
-0.539,-0.108
-1.501,-1.111
-0.501,-0.065
0.032,0.005
-0.237,0.436
-0.019,-0.316
-0.897,-0.224
-0.875,-0.611
1.463,2.005
-2.055,-1.881
-0.313,0.049
-1.896,-1.198
-1.346,-0.904
-0.634,-0.531
-0.547,-0.626
-1.048,-1.248
-1.072,-0.296
0.045,0.361
-1.082,-1.007
-1.381,-0.597
-1.958,-1.780
-2.047,-1.807
-0.926,-1.012
-1.062,-1.038
-0.816,-0.168
0.649,0.326
-0.638,-0.244
0.380,0.545
-1.295,-1.013
-1.402,-0.769
-2.798,-1.954
-0.767,0.003
-2.483,-1.988
-1.803,-1.088
-1.268,-1.013
-2.059,-0.620
-0.628,-0.108
-0.411,0.049
-1.829,-1.703
-2.521,-2.065
-1.763,-1.113
0.033,0.361
-0.581,-0.640
-1.797,-1.393
-1.277,-1.387
0.619,0.643
0.112,-0.296
-0.764,-0.975
-2.213,-1.837
0.347,0.449
1.153,2.019
1.404,1.118
0.002,2.975
0.554,3.258
-0.526,3.342
3.116,0.962
1.695,1.356
2.410,1.563
0.475,1.247
0.426,1.986
1.639,2.619
1.277,2.017
2.415,1.446
-0.073,2.757
0.982,2.634
1.275,2.017
-0.935,3.849
1.141,2.168
0.403,2.903
0.695,2.885
-0.659,3.636
1.776,1.330
0.429,2.286
0.555,2.886
1.759,2.236
1.491,1.978
0.034,2.517
0.523,2.245
0.521,2.504
0.041,3.104
0.019,2.667
2.356,0.515
1.352,2.562
-0.067,2.731
1.052,2.128
1.271,2.454
1.056,1.616
0.297,2.558
2.739,1.426
1.853,1.248
1.797,2.145
2.714,1.366
-0.142,2.874
1.759,1.013
0.709,2.193
0.772,2.847
2.388,1.264
-0.750,3.631
0.095,1.461
0.158,2.084
0.840,3.167
0.642,2.606
2.117,0.248
2.583,1.313
-0.024,2.674
-1.676,4.684
0.190,1.398
1.548,1.847
0.112,2.879
1.301,1.441
0.149,3.338
0.122,3.075
-1.810,6.632
0.491,2.717
2.017,0.822
1.539,1.448
0.124,3.004
1.045,1.632
1.859,1.931
2.162,1.579
1.347,2.507
-0.793,3.685
0.082,3.111
2.090,1.046
2.507,0.406
-0.440,3.262
1.236,1.204
1.152,0.614
1.940,1.168
1.922,0.057
-1.334,4.449
0.621,2.631
1.383,0.880
0.470,1.198
1.433,2.428
1.678,1.789
0.853,0.836
1.664,0.940
1.204,2.043
0.199,3.338
1.133,2.811
-0.550,0.755
1.635,2.262
1.891,1.325
1.368,2.578
-0.158,2.374
1.877,1.104
1.082,0.655
1.128,2.069
2.036,1.335
2.448,0.656
0.477,0.924
-0.016,3.032
2.219,0.291
-0.667,3.522
1.863,1.859
0.318,2.894
0.929,2.740
2.020,1.281
2.064,1.281
0.565,2.786
0.781,2.508
0.502,3.013
0.041,2.667
0.690,1.222
0.820,3.232
1.992,1.469
1.763,0.888
1.672,1.649
-0.992,3.921
1.352,2.247
0.097,2.430
-2.533,6.444
0.392,2.237
2.134,0.243
1.399,2.017
1.423,0.374
0.011,2.926
1.875,1.931
2.389,1.446
1.076,1.632
3.006,0.733
-0.027,2.731
1.297,2.142
0.512,2.168
1.258,0.630
1.935,0.796
-0.005,2.757
0.561,2.843
-0.186,2.713
0.498,2.743
-0.613,3.385
3.112,0.948
2.943,0.724
0.109,2.404
0.668,2.142
-0.975,3.977
1.058,1.078
0.357,2.252
1.153,2.814
-0.854,3.802
-0.752,3.692
0.347,1.808
0.520,2.851
-1.047,3.985
-0.371,3.300
1.181,1.791
2.013,0.321
0.886,2.847
1.886,2.309
0.785,2.986
0.483,2.877
2.066,1.414
1.742,2.283
0.125,3.206
0.894,1.666
-1.366,3.915
0.178,3.258
-0.835,3.814
1.427,2.304
3.563,0.261
0.424,2.934
1.523,2.307
0.665,0.747
1.020,3.139
-0.036,2.628
-0.770,3.658
0.224,2.234
0.309,2.717
0.396,3.311
-0.767,3.552
1.087,2.212
0.521,2.260
1.046,2.847
0.169,2.629
0.909,2.482
1.462,1.640
3.455,0.677
2.163,1.441
0.132,3.320
2.476,1.179
0.317,3.090
1.116,2.428
2.717,0.465
-0.323,1.153
1.041,1.273
2.451,1.577
2.664,0.561
0.052,2.422
1.306,2.632
0.306,3.116
1.071,2.898
0.500,2.877
-0.891,3.830
0.347,2.673
-0.048,3.154
0.759,2.885
1.159,2.381
1.593,1.676
1.152,2.614
1.004,2.072
1.607,2.460
0.282,2.770
0.361,2.040
1.415,1.991
1.646,2.283
1.795,2.538
0.303,2.532
0.297,1.200
1.528,2.406
0.434,2.766
1.658,1.881
-0.229,3.133
0.941,1.584
0.689,2.116
1.416,0.709
0.183,3.232
-1.073,4.066
0.088,3.243
1.182,1.325
0.604,1.751
0.376,2.224
2.006,0.905
0.373,2.898
1.407,2.454
1.149,1.375
0.689,2.788
-0.173,2.225
1.582,2.332
0.139,3.169
-0.958,3.886
2.524,0.582
0.387,2.934
3.189,1.332
3.586,0.954
0.658,3.091
-0.032,2.512
2.519,0.582
1.370,2.278
2.362,1.152
