z,u_wc
-0.786,-0.388
-1.491,-1.644
-1.900,-1.731
0.332,0.374
0.296,0.321
-1.714,-1.102
0.149,0.200
-0.162,0.108
-0.424,-0.005
-1.217,-0.070
-1.827,-1.847
-0.805,-0.293
-1.700,-1.793
-0.297,-0.353
-1.183,-0.649
-2.359,-2.122
-2.182,-2.063
1.438,1.902
-0.493,-0.642
-0.188,-0.163
-1.105,-1.278
-0.681,0.037
0.593,0.547
0.041,0.481
-0.389,0.283
-0.165,-0.191
-1.879,-0.806
0.145,0.120
-1.392,-0.663
-0.167,0.959
-1.187,-0.371
-1.437,-0.970
-1.122,-0.108
-2.056,-2.010
-3.949,-2.333
-1.195,-1.014
-1.188,-0.702
-1.682,-1.623
-1.782,-1.675
-1.151,-1.330
-0.804,-0.945
-0.789,-0.249
-1.489,-0.699
-0.319,-0.241
-1.401,-1.502
-2.312,-2.117
-0.671,-0.672
-2.853,-2.117
-0.551,-0.109
-2.343,-1.973
-2.000,-1.859
-2.838,-2.170
-0.680,-0.109
-1.274,-0.434
-1.673,-0.575
-2.666,-1.917
-1.803,-1.498
0.160,0.770
-1.959,-1.963
1.257,0.940
-0.568,-0.838
0.928,0.831
0.046,0.049
-0.585,-0.801
1.379,1.436
-0.068,-0.053
-1.479,-0.645
-1.113,-0.434
-1.938,-0.947
0.843,2.107
1.733,1.841
2.481,0.672
0.041,2.991
0.903,2.648
0.759,2.642
0.874,2.262
2.800,0.687
-0.123,2.991
1.052,0.731
-2.071,4.317
1.077,2.498
0.348,2.863
0.329,2.742
0.728,2.369
2.559,1.095
0.491,2.042
-0.344,3.066
2.792,0.672
0.891,2.362
1.138,2.262
1.162,1.994
1.594,2.093
2.293,0.985
1.014,2.648
0.790,2.789
0.828,1.430
1.096,1.131
1.422,1.547
1.095,2.568
1.774,1.976
0.248,2.412
3.056,0.794
0.516,0.614
1.760,1.135
-0.393,2.324
-0.349,2.344
-0.266,3.098
3.488,2.496
-0.054,2.325
2.191,1.239
1.401,2.209
2.342,0.646
1.163,2.750
1.769,1.710
2.176,1.995
0.681,2.983
0.242,2.890
2.732,0.672
2.583,1.473
2.118,1.474
1.403,2.246
1.818,0.672
0.254,2.815
0.973,1.562
-0.168,2.665
1.476,2.225
1.588,1.721
0.561,2.006
2.286,0.779
0.505,2.410
0.731,2.715
1.060,1.904
0.097,2.560
0.685,2.762
2.416,1.098
0.029,2.197
1.224,2.425
0.013,2.917
1.144,1.472
0.929,1.082
1.342,1.587
0.985,2.356
-0.865,3.395
1.550,1.799
2.577,0.718
0.447,2.341
1.531,0.823
-0.676,3.248
1.520,2.071
3.519,0.359
0.952,2.330
2.245,0.985
0.439,2.859
0.164,2.480
-0.149,2.985
2.477,1.095
1.204,2.776
1.978,1.939
2.737,0.699
2.881,1.272
3.724,1.003
0.736,2.642
1.186,0.587
0.692,2.705
-0.262,2.516
-0.462,3.058
0.333,2.304
0.749,2.642
0.373,2.690
2.611,0.738
0.957,2.820
1.530,2.529
2.131,1.739
1.284,2.399
2.471,1.473
1.769,2.071
0.375,2.333
-0.799,3.349
0.565,2.736
0.898,1.754
-0.701,3.275
1.902,1.751
0.470,2.833
0.026,3.017
2.009,1.664
-0.047,2.321
1.499,2.311
0.492,2.485
0.109,2.856
2.415,1.258
0.306,1.532
-0.755,3.351
2.344,1.375
1.847,2.311
-0.924,3.654
0.158,2.771
2.828,1.164
2.862,1.637
0.688,2.673
1.366,1.268
-0.034,1.052
-0.670,3.184
1.590,1.638
2.743,0.646
2.034,1.293
-0.022,2.639
1.200,2.650
0.090,2.935
-1.223,4.196
2.355,1.882
-0.421,3.088
-0.630,3.161
0.574,2.011
1.428,2.391
-0.301,3.065
1.751,1.535
2.034,2.061
-0.344,1.680
-0.298,2.641
-0.460,3.115
1.952,0.699
-0.495,0.881
1.346,1.429
2.053,0.251
2.199,1.137
1.274,2.302
0.896,2.455
1.097,2.117
1.393,2.058
0.231,1.216
1.367,2.399
1.914,1.815
3.284,0.876
0.690,2.292
1.348,2.639
0.962,2.378
0.265,3.079
1.510,2.450
1.806,2.043
0.125,2.837
0.869,2.642
1.281,1.267
1.561,1.176
0.473,2.105
1.259,1.013
2.448,1.167
0.789,2.217
1.788,1.939
2.349,0.985
1.919,1.888
2.422,1.092
3.449,1.514
1.159,2.446
3.157,0.820
-0.983,0.831
1.088,1.269
0.154,2.837
-1.531,5.277
1.036,2.310
-0.290,2.744
1.940,1.481
3.478,2.299
0.851,2.833
1.048,2.591
0.312,2.155
1.273,2.272
2.155,1.098
0.237,2.718
-0.646,3.143
1.459,2.058
0.610,1.242
1.452,1.106
-1.184,4.157
1.287,2.072
0.827,0.899
1.385,2.391
0.852,1.576
0.027,2.797
2.925,0.794
0.002,2.315
-0.103,2.341
2.719,1.058
2.661,0.940
1.994,2.204
0.897,2.330
3.090,0.686
0.601,2.006
1.479,1.279
1.979,1.804
1.644,2.045
2.787,1.058
2.820,1.164
0.616,2.762
-0.209,3.017
1.534,0.867
2.104,1.137
1.598,1.935
1.717,1.902
-0.638,2.455
1.662,1.695
1.242,2.310
1.680,1.902
2.573,1.095
0.693,2.705
1.724,1.337
1.333,2.750
2.028,1.109
1.051,1.135
-0.323,3.066
0.954,0.946
1.350,2.267
2.213,1.623
1.796,1.282
0.162,2.999
-0.359,2.850
0.532,1.983
2.440,2.032
0.216,2.882
1.813,1.841
