z,u_wc
-2.140,-1.531
-0.564,-0.748
0.014,0.397
-0.415,-0.196
-0.189,0.241
0.810,1.038
-1.530,-0.951
-1.072,-1.056
-0.373,-0.384
0.669,0.407
-1.827,-1.068
-0.700,-0.142
-1.223,-1.111
-0.905,-0.503
-1.736,-1.224
0.074,1.064
-1.055,-1.027
0.734,0.603
-0.453,-0.502
-0.227,-0.493
-1.195,-1.122
-1.726,-1.120
0.576,0.598
-1.913,-1.352
-2.165,-1.333
0.207,0.315
-1.185,-0.946
-1.776,-0.842
-0.873,-0.485
-0.221,-0.544
-0.127,0.093
-0.802,-0.233
-1.791,-1.666
-1.831,-1.686
-1.146,-0.921
0.542,0.548
0.327,0.746
-2.562,-2.105
-0.917,-0.410
0.536,1.203
-2.965,-2.360
-0.779,-0.158
-0.722,-0.846
0.365,0.639
-0.204,-0.488
-3.619,-2.901
-2.237,-2.024
-2.903,-2.073
-0.371,-0.199
-1.872,-1.168
-1.152,-0.835
0.302,0.621
-0.023,0.184
-2.271,-2.052
-0.840,-0.925
-1.285,-1.055
0.428,1.238
-0.770,-0.424
-1.846,-1.068
-0.745,-0.045
-0.703,-0.896
-0.902,-0.897
-1.378,-0.444
0.773,1.064
-0.884,-0.709
-0.773,-0.265
0.490,0.556
0.530,0.598
-2.034,-1.309
0.873,1.349
-0.935,-0.897
-0.701,-0.196
-0.957,-0.969
-0.002,0.243
-3.089,-2.360
-1.226,-1.111
-0.436,-0.059
-1.503,-1.195
-0.575,-0.735
-0.768,-0.148
-0.437,-0.592
0.455,0.545
-1.163,-0.316
0.112,0.164
-1.663,-1.189
-1.045,-0.620
-0.586,-0.249
-1.369,-1.196
-2.180,-1.333
-1.423,-0.164
-2.251,-2.099
-2.205,-1.719
-0.136,0.179
-0.837,-0.220
0.234,0.244
-2.803,-2.331
-2.049,-1.269
-0.743,-0.667
-2.051,-1.048
-1.286,-0.725
-0.937,-0.434
-0.645,-0.213
-2.397,-1.702
-2.046,-1.535
-2.864,-2.358
-0.263,-0.577
-1.531,-0.888
-2.037,-1.812
-3.496,-1.931
-0.126,0.153
-1.421,-0.506
-0.792,-0.897
-1.141,-0.966
0.918,0.786
-0.981,-0.907
-1.828,-1.799
0.043,0.047
-1.601,-0.668
-0.961,-0.650
-2.926,-2.088
-0.768,-0.987
0.016,0.402
-0.687,-0.935
-1.697,-1.120
2.872,1.172
1.055,2.550
2.164,1.823
-1.096,4.014
-0.838,3.506
0.575,1.935
0.790,1.766
1.514,2.186
2.011,0.924
1.601,2.059
-0.775,3.453
0.864,2.034
1.604,1.663
1.734,2.022
1.418,2.289
0.288,3.043
1.852,1.693
0.266,2.768
-0.437,3.187
1.234,1.475
1.013,2.681
1.584,2.335
-1.117,4.045
0.907,2.915
1.023,1.228
0.604,2.796
1.815,1.709
0.607,2.569
0.339,2.633
-0.502,1.388
1.435,1.825
1.952,1.266
1.575,1.585
1.689,0.950
1.642,1.142
2.018,1.266
-0.393,3.236
2.970,1.325
0.343,2.741
2.652,1.305
1.766,1.240
-0.425,3.160
0.329,2.748
1.191,2.213
-0.221,3.107
-0.109,2.484
0.652,2.709
1.342,2.612
0.016,3.229
0.939,2.508
1.139,2.655
1.287,0.975
-0.633,3.150
3.474,1.680
0.899,1.116
-0.034,3.089
1.223,1.977
1.164,2.366
1.599,1.744
0.073,0.899
1.946,1.003
1.373,2.231
-1.162,4.207
0.956,2.625
-0.010,2.951
0.800,2.576
0.636,2.803
3.621,0.161
0.116,1.804
-0.493,3.175
-0.452,3.089
1.131,2.304
1.168,1.464
0.683,2.685
1.710,2.135
0.428,2.594
2.748,1.222
0.588,1.953
3.196,2.048
0.518,2.038
0.507,1.046
0.172,2.898
-0.440,2.745
0.550,2.392
0.536,2.708
0.973,1.622
0.939,1.248
1.910,2.372
0.570,2.917
0.943,2.681
0.647,1.833
2.236,1.583
1.540,1.564
0.082,2.742
0.171,2.203
1.100,1.690
0.623,2.803
0.512,2.633
0.294,2.488
1.659,2.059
0.782,1.792
1.549,2.473
1.241,1.993
0.737,2.897
0.499,2.531
-0.043,2.771
-1.235,4.623
-0.083,2.698
-1.137,4.060
0.978,0.870
2.228,1.265
-0.941,3.668
1.682,2.241
1.301,2.012
3.078,1.355
2.033,1.224
0.569,1.751
0.250,2.905
0.963,2.546
1.212,0.892
-0.051,3.103
-0.953,3.695
1.585,1.279
1.483,1.564
1.654,0.831
1.305,2.314
1.678,2.241
0.762,2.105
0.912,2.546
-1.047,3.911
-0.378,2.772
2.407,0.706
0.797,2.789
-0.719,3.269
1.428,1.147
1.628,1.180
2.049,1.557
1.134,1.963
1.550,1.946
0.895,2.789
1.037,2.738
-0.652,3.347
1.328,0.975
1.962,1.278
-0.821,3.479
-0.692,3.374
1.689,1.206
1.346,1.971
1.343,1.971
-0.037,3.169
0.347,1.008
0.849,2.563
0.100,2.898
2.170,1.224
0.252,2.099
1.096,1.202
-1.077,3.992
1.636,1.689
1.473,1.825
1.291,2.012
0.385,2.772
0.258,2.753
0.764,2.046
1.244,1.490
0.897,2.789
0.723,2.830
0.717,2.080
-0.080,3.130
2.852,1.109
1.372,1.777
2.709,1.057
1.915,1.953
3.163,1.743
1.524,2.009
1.958,1.522
2.413,1.113
1.161,0.941
0.926,2.651
1.493,2.241
-0.086,3.195
1.189,0.883
1.115,1.200
-0.259,3.007
2.415,1.337
0.544,2.372
-0.678,3.374
1.707,0.778
2.187,1.579
-0.546,3.267
1.796,1.792
-0.915,3.621
1.598,2.059
-0.025,2.865
1.217,2.769
3.448,1.056
-0.663,3.291
1.243,1.156
1.286,2.458
2.092,1.477
0.165,3.264
-0.721,3.400
1.261,2.648
1.606,1.173
1.063,1.202
0.354,2.763
0.707,0.950
2.516,1.416
-0.127,3.195
0.294,2.093
1.919,1.718
-0.837,3.560
1.057,2.389
1.586,0.993
1.575,1.547
2.629,1.444
1.685,1.332
1.350,1.121
2.366,1.640
0.466,2.594
1.694,2.318
0.634,2.492
0.227,2.188
1.902,2.036
-1.200,4.388
1.254,2.162
1.529,2.366
2.143,1.313
0.909,2.965
2.144,1.224
0.640,2.515
1.355,1.099
0.368,2.943
-0.488,3.146
2.178,1.823
0.463,2.943
-0.329,1.915
-0.726,3.278
1.745,1.615
0.655,2.353
0.981,2.330
0.681,2.789
1.026,2.524
0.866,2.576
0.526,2.576
1.509,2.432
1.144,1.202
0.671,2.789
0.018,3.079
0.696,2.472
2.274,1.085
