z,u_wc
-0.804,3.575
0.737,3.038
1.412,0.814
1.460,1.841
0.658,2.677
0.695,2.894
1.892,1.269
1.077,1.246
-0.089,3.068
1.223,1.564
1.657,1.111
1.618,2.134
-0.931,3.598
0.783,2.307
2.216,1.170
1.306,2.023
0.417,2.800
2.050,1.217
1.814,2.505
0.486,2.917
1.589,2.456
1.143,1.875
1.775,1.210
1.480,2.366
0.103,2.598
0.352,0.555
0.679,2.508
0.799,1.992
1.060,1.724
1.049,2.101
0.981,2.490
0.517,1.960
0.391,2.943
-0.980,3.767
0.448,2.914
0.700,2.852
0.129,3.130
1.360,1.033
2.022,1.384
0.418,2.599
0.993,1.228
0.109,3.009
0.391,2.692
0.210,1.413
0.959,2.285
1.398,2.535
-1.182,4.097
0.274,2.767
1.197,1.117
0.204,3.015
-0.478,3.257
1.394,2.945
-1.533,4.612
3.006,2.402
0.090,2.479
0.712,3.266
0.354,3.012
0.707,2.955
1.825,1.534
1.370,1.972
1.953,1.876
1.555,1.169
1.665,2.442
2.081,1.385
0.813,0.740
0.842,2.526
0.894,2.086
-0.391,3.230
1.641,1.253
0.217,3.012
1.231,1.901
-0.386,3.230
0.523,3.051
0.017,3.130
1.859,1.872
1.352,2.390
1.159,1.084
0.986,2.422
-0.150,2.873
-0.133,3.094
0.766,1.764
1.219,2.264
0.643,2.894
-0.619,2.929
0.712,0.923
1.382,2.594
0.943,3.030
-0.432,2.917
0.811,2.365
1.242,1.345
0.817,3.081
0.042,3.008
1.172,1.875
-0.331,3.078
1.483,1.956
0.434,2.186
0.445,2.917
-0.342,3.098
0.420,1.723
2.297,1.592
1.207,0.878
-0.225,3.243
2.643,1.416
1.049,1.949
0.233,2.677
2.469,1.416
0.554,2.813
-0.911,3.662
-1.012,3.797
-0.354,3.204
0.118,2.863
1.760,0.985
0.620,2.837
0.342,3.077
2.569,1.965
1.379,2.422
2.620,1.230
-0.359,3.056
0.782,2.736
-0.413,3.212
1.212,2.137
2.616,1.298
0.112,2.696
2.384,1.197
1.142,1.620
1.902,1.279
3.144,1.379
0.330,3.012
-0.069,3.061
0.243,0.895
2.070,1.259
1.093,1.949
1.553,1.227
1.988,1.384
1.985,1.659
1.022,2.141
0.592,2.389
1.939,1.876
1.329,2.164
2.064,1.685
3.238,1.441
2.044,1.685
0.915,1.931
1.935,1.101
-0.634,3.130
1.197,2.137
-0.551,3.171
0.552,2.949
0.450,2.701
1.630,2.266
-1.032,3.850
1.304,1.068
2.257,1.164
0.904,2.106
2.194,1.717
0.491,1.693
1.980,2.131
1.089,1.979
1.810,2.491
2.767,1.383
1.355,1.843
3.261,2.160
0.943,1.830
0.290,2.653
0.175,2.172
0.108,2.663
0.494,2.986
1.310,2.075
0.550,1.578
0.399,1.431
1.339,1.068
-0.939,3.620
0.430,2.986
0.732,2.869
1.648,1.625
2.645,1.250
1.193,1.778
0.703,3.108
0.038,3.189
2.252,1.153
-0.400,2.669
0.597,2.797
1.045,2.716
1.595,2.364
0.554,2.986
1.432,1.502
1.108,2.290
-0.494,3.257
2.467,1.307
2.757,1.416
0.180,3.015
0.940,2.861
0.774,2.158
0.931,1.931
-1.875,5.829
-0.985,3.743
-0.152,1.077
0.936,0.823
-0.108,2.714
2.091,1.138
