z,u,x1,x2
-1.280,0.096,0.000,25.000
-0.885,1.438,0.000,25.000
0.338,0.570,8.571,18.571
-2.349,-0.848,0.000,25.000
-1.791,-0.393,0.000,25.000
-0.705,-0.272,8.571,18.571
-0.858,-0.286,0.000,25.000
-1.879,-0.972,0.000,25.000
-0.115,0.682,8.571,18.571
-1.213,-0.570,0.000,25.000
-0.297,0.857,8.571,18.571
-1.072,-0.393,0.000,25.000
-0.627,0.520,8.571,18.571
0.819,0.929,8.571,18.571
-0.251,0.614,8.571,18.571
1.285,3.858,16.000,0.000
0.147,3.729,8.571,18.571
0.629,2.594,8.571,18.571
0.905,2.871,8.571,18.571
0.382,2.977,8.571,18.571
1.115,4.072,8.571,18.571
1.256,3.055,16.000,0.000
0.208,3.481,8.571,18.571
0.798,3.211,8.571,18.571
0.611,2.791,8.571,18.571
1.170,3.215,8.571,18.571
0.034,4.709,8.571,18.571
-1.282,4.688,0.000,25.000
0.267,3.875,8.571,18.571
-1.332,4.706,0.000,25.000
1.542,1.994,8.571,18.571
2.755,0.838,8.571,18.571
1.758,2.358,8.571,18.571
1.412,4.042,16.000,0.000
-0.100,3.653,8.571,18.571
2.019,2.362,8.571,18.571
2.927,2.492,8.571,18.571
-0.269,3.906,8.571,18.571
3.104,1.945,8.571,18.571
1.585,3.374,8.571,18.571
2.238,1.298,8.571,18.571
1.013,3.023,8.571,18.571
1.656,2.826,16.000,0.000
1.929,1.961,8.571,18.571
1.088,3.310,8.571,18.571
-0.092,3.221,8.571,18.571
2.909,2.080,8.571,18.571
0.404,3.016,8.571,18.571
-0.385,4.475,8.571,18.571
-0.061,4.113,8.571,18.571
-0.220,5.580,8.571,18.571
1.606,3.147,8.571,18.571
0.935,4.125,16.000,0.000
2.155,2.376,8.571,18.571
-0.657,3.295,8.571,18.571
1.301,1.119,16.000,0.000
1.526,3.030,16.000,0.000
-0.356,4.414,8.571,18.571
-1.036,3.967,0.000,25.000
2.549,1.408,8.571,18.571
0.633,3.341,8.571,18.571
2.872,1.059,8.571,18.571
2.462,2.057,8.571,18.571
0.298,2.974,8.571,18.571
1.064,2.116,8.571,18.571
1.428,3.312,16.000,0.000
2.104,2.286,8.571,18.571
1.182,2.204,8.571,18.571
0.698,2.500,8.571,18.571
1.047,2.026,8.571,18.571
-0.798,4.825,0.000,25.000
1.728,2.438,8.571,18.571
1.018,2.811,8.571,18.571
0.727,3.860,8.571,18.571
1.266,2.288,16.000,0.000
0.362,1.855,8.571,18.571
2.926,2.132,8.571,18.571
-0.613,4.420,8.571,18.571
0.589,3.652,8.571,18.571
-1.405,6.272,0.000,25.000
0.748,2.512,8.571,18.571
2.560,1.598,8.571,18.571
1.146,1.752,8.571,18.571
1.177,1.985,8.571,18.571
-0.214,4.897,8.571,18.571
1.581,3.566,8.571,18.571
0.595,2.738,8.571,18.571
-0.196,4.613,8.571,18.571
1.883,1.970,8.571,18.571
1.272,1.657,16.000,0.000
0.886,4.593,8.571,18.571
2.507,1.929,8.571,18.571
1.411,2.211,16.000,0.000
1.212,2.119,8.571,18.571
0.633,2.723,8.571,18.571
0.731,3.230,8.571,18.571
0.869,2.428,8.571,18.571
1.824,2.761,8.571,18.571
0.160,3.083,8.571,18.571
1.199,3.383,8.571,18.571
2.750,1.671,8.571,18.571
1.832,2.610,8.571,18.571
1.005,1.597,8.571,18.571
2.519,1.518,8.571,18.571
0.410,2.889,8.571,18.571
-0.232,2.945,8.571,18.571
0.592,2.470,8.571,18.571
1.619,2.417,8.571,18.571
1.644,2.058,8.571,18.571
-0.151,3.704,8.571,18.571
-0.208,3.333,8.571,18.571
1.070,4.047,8.571,18.571
2.970,0.413,8.571,18.571
0.389,3.453,8.571,18.571
0.424,3.108,8.571,18.571
0.860,3.020,8.571,18.571
0.022,4.175,8.571,18.571
0.529,3.152,8.571,18.571
1.282,2.383,16.000,0.000
0.473,3.201,8.571,18.571
1.537,4.071,16.000,0.000
0.071,3.677,8.571,18.571
-0.266,3.949,8.571,18.571
2.489,0.731,8.571,18.571
2.589,1.139,8.571,18.571
1.632,3.666,8.571,18.571
0.614,3.217,8.571,18.571
-0.621,2.908,8.571,18.571
1.081,3.516,8.571,18.571
2.806,2.080,8.571,18.571
0.527,3.151,8.571,18.571
1.296,4.463,16.000,0.000
0.928,3.264,8.571,18.571
1.094,2.247,8.571,18.571
-0.097,3.434,8.571,18.571
0.749,2.881,8.571,18.571
0.688,3.571,8.571,18.571
-0.154,3.759,8.571,18.571
0.870,2.372,8.571,18.571
1.556,2.737,8.571,18.571
-0.055,3.341,8.571,18.571
0.723,4.327,8.571,18.571
1.346,4.108,16.000,0.000
1.231,1.805,16.000,0.000
3.219,1.940,8.571,18.571
0.375,3.582,8.571,18.571
0.306,2.822,8.571,18.571
-1.205,5.305,0.000,25.000
1.180,3.382,8.571,18.571
0.643,3.530,8.571,18.571
1.911,2.454,8.571,18.571
-0.214,5.256,8.571,18.571
-0.667,4.271,0.000,25.000
1.864,2.039,8.571,18.571
1.372,3.475,16.000,0.000
3.153,2.032,8.571,18.571
0.980,2.689,8.571,18.571
1.292,1.426,16.000,0.000
0.269,3.787,8.571,18.571
1.688,1.309,8.571,18.571
1.956,3.337,8.571,18.571
0.657,2.179,8.571,18.571
1.121,2.668,8.571,18.571
3.465,0.493,8.571,18.571
1.483,3.057,16.000,0.000
-0.268,5.141,8.571,18.571
0.819,2.324,8.571,18.571
-1.350,5.395,0.000,25.000
0.978,3.003,8.571,18.571
0.761,3.127,8.571,18.571
1.317,2.259,16.000,0.000
0.820,2.759,8.571,18.571
1.698,2.384,8.571,18.571
1.818,3.347,8.571,18.571
3.867,0.979,8.571,18.571
-0.952,3.346,0.000,25.000
1.172,2.540,8.571,18.571
1.996,1.401,8.571,18.571
2.703,2.655,8.571,18.571
0.630,4.355,8.571,18.571
-0.103,3.228,8.571,18.571
1.673,2.706,8.571,18.571
2.403,2.149,8.571,18.571
1.076,2.633,8.571,18.571
0.517,3.828,8.571,18.571
1.782,3.116,8.571,18.571
2.235,2.242,8.571,18.571
0.333,3.427,8.571,18.571
0.215,2.816,8.571,18.571
0.076,3.780,8.571,18.571
2.540,5.206,8.571,18.571
-1.265,0.823,0.000,25.000
-1.925,1.759,0.000,25.000
-0.962,3.530,0.000,25.000
0.722,6.484,8.571,18.571
-1.855,7.809,0.000,25.000
0.993,5.219,8.571,18.571
-0.725,1.013,8.571,18.571
0.416,1.056,8.571,18.571
-0.511,4.851,8.571,18.571
-1.644,-1.135,0.000,25.000
3.588,-2.674,8.571,18.571
2.109,0.255,8.571,18.571
-2.879,-0.553,0.000,25.000
2.948,-0.444,8.571,18.571
-0.101,-1.197,8.571,18.571
3.156,-3.495,8.571,18.571
2.399,-3.786,8.571,18.571
-0.598,7.853,8.571,18.571
-3.820,1.133,0.000,25.000
-1.851,0.612,0.000,25.000
0.333,4.156,8.571,18.571
1.068,-1.381,8.571,18.571
-1.937,7.400,0.000,25.000
-2.885,5.436,0.000,25.000
2.679,-2.927,8.571,18.571
3.875,1.011,8.571,18.571
0.206,6.549,8.571,18.571
-2.627,7.337,0.000,25.000
-1.822,1.609,0.000,25.000
-3.853,3.361,0.000,25.000
3.314,-1.996,8.571,18.571
-3.058,7.894,8.571,18.571
0.612,-1.220,8.571,18.571
-1.808,7.313,0.000,25.000
0.433,3.796,8.571,18.571
1.211,3.293,8.571,18.571
2.638,2.152,8.571,18.571
-2.349,-1.232,0.000,25.000
-3.912,-1.882,0.000,25.000
-2.905,-1.354,8.571,18.571
3.200,-1.763,8.571,18.571
2.991,5.355,8.571,18.571
0.779,0.202,8.571,18.571
0.804,-3.306,8.571,18.571
1.320,7.629,16.000,0.000
-2.597,6.605,0.000,25.000
3.315,7.133,8.571,18.571
-0.650,7.939,8.571,18.571
-0.935,-1.913,0.000,25.000
0.151,0.755,8.571,18.571
-3.624,5.099,0.000,25.000
-2.670,4.352,0.000,25.000
1.904,-2.153,8.571,18.571
-3.338,5.790,8.571,18.571
0.825,-1.307,8.571,18.571
-2.037,-1.314,0.000,25.000
-0.886,2.444,0.000,25.000
-1.690,3.115,0.000,25.000
-1.155,2.961,0.000,25.000
1.752,-2.902,8.571,18.571
-1.623,6.530,0.000,25.000
0.531,-0.813,8.571,18.571
-0.192,-2.446,8.571,18.571
1.309,6.665,16.000,0.000
3.495,7.468,8.571,18.571
1.861,6.346,8.571,18.571
-2.280,5.714,0.000,25.000
-3.751,3.863,0.000,25.000
-1.902,2.610,0.000,25.000
0.761,-2.956,8.571,18.571
-3.589,0.901,0.000,25.000
-0.029,0.472,8.571,18.571
0.775,-0.883,8.571,18.571
-1.326,4.681,0.000,25.000
2.167,1.951,8.571,18.571
-3.147,-3.027,8.571,18.571
-3.399,-1.358,8.571,18.571
1.826,4.199,8.571,18.571
-0.036,-3.086,8.571,18.571
1.507,6.214,16.000,0.000
-0.521,1.942,8.571,18.571
-2.029,1.767,0.000,25.000
2.553,3.109,8.571,18.571
2.395,5.896,8.571,18.571
1.558,0.174,8.571,18.571
-1.823,4.136,0.000,25.000
0.722,2.789,8.571,18.571
-1.112,-0.796,0.000,25.000
-3.267,6.544,8.571,18.571
3.339,5.569,8.571,18.571
-2.905,3.901,8.571,18.571
3.602,6.207,8.571,18.571
-0.432,6.408,8.571,18.571
-2.519,4.500,0.000,25.000
0.335,6.044,8.571,18.571
2.984,4.370,8.571,18.571
1.858,4.162,8.571,18.571
2.452,3.423,8.571,18.571
1.270,5.033,16.000,0.000
1.538,-2.097,16.000,0.000
2.794,6.570,8.571,18.571
-2.003,6.462,0.000,25.000
-0.085,-3.649,8.571,18.571
-2.230,5.910,0.000,25.000
3.901,-2.454,8.571,18.571
3.552,0.021,8.571,18.571
-3.685,4.922,0.000,25.000
1.645,-2.071,8.571,18.571
3.402,5.816,8.571,18.571
-2.555,5.986,0.000,25.000
0.544,2.090,8.571,18.571
3.324,-3.923,8.571,18.571
-3.728,-0.556,0.000,25.000
1.579,3.403,8.571,18.571
-1.621,7.774,0.000,25.000
3.395,3.582,8.571,18.571
3.768,-0.882,8.571,18.571
3.554,3.608,8.571,18.571
-0.206,2.480,8.571,18.571
2.896,5.358,8.571,18.571
2.756,-2.716,8.571,18.571
-1.447,5.132,0.000,25.000
2.631,2.495,8.571,18.571
-3.704,7.556,0.000,25.000
0.770,0.102,8.571,18.571
-2.160,3.591,0.000,25.000
-3.035,7.184,8.571,18.571
-3.384,-2.770,8.571,18.571
1.570,7.247,8.571,18.571
-1.281,4.255,0.000,25.000
1.798,-3.186,8.571,18.571
-3.477,-0.388,0.000,25.000
-1.478,4.498,0.000,25.000
0.316,-3.192,8.571,18.571
2.326,2.986,8.571,18.571
-1.450,0.151,0.000,25.000
1.007,3.451,8.571,18.571
3.088,-3.451,8.571,18.571
0.927,6.458,8.571,18.571
-2.136,7.682,0.000,25.000
-3.805,7.627,0.000,25.000
2.961,4.996,8.571,18.571
-3.830,-2.439,0.000,25.000
2.998,5.099,8.571,18.571
0.231,-3.705,8.571,18.571
3.513,-3.735,8.571,18.571
2.390,-0.117,8.571,18.571
3.983,1.864,8.571,18.571
-1.194,5.245,0.000,25.000
